,track_id,race_date,race_number,program_number,trakus_index,latitude,longitude,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time,weight_carried,jockey,odds,position_at_finish,horse_pk,win,rid,horse_id,horse_name,timestamp,run_id,distance_km,speed_kmh,pctComplete,Stage
3284702,AQU,2019-01-04,1,5,30,40.6676023830376,-73.8299883873028,800,D,FT ,54,MSW,68000.0,1250,120,Eric Cancel,55,2,AQU_2019-01-04_1_5,0,AQU_2019-01-04_1,63,Paynterbynumbers,2019-01-04 12:50:07.500,AQU_2019-01-04_1_63,0.004964296293656189,71.48586662864912,0.07,1
4684863,AQU,2019-11-11,2,4,134,40.6755185419346,-73.8282793680886,600,D,FT ,38,MCL,52000.0,1228,119,Manuel Franco,420,5,AQU_2019-11-11_2_4,0,AQU_2019-11-11_2,1995,Quantum Computing,2019-11-11 12:28:33.500,AQU_2019-11-11_2_1995,0.004612567416681073,66.42097080020746,0.45,2
2004583,SAR,2019-08-31,11,8,394,43.0722467124126,-73.7708556690514,900,D,FT ,80,STK,750000.0,602,118,Jose L. Ortiz,610,6,SAR_2019-08-31_11_8,0,SAR_2019-08-31_11,3590,Wooderson,2019-08-31 18:03:38.500,SAR_2019-08-31_11_3590,0.00430496804543886,61.99153985431959,0.94,4
1584246,SAR,2019-08-30,8,9,134,43.0703309601646,-73.7693489725039,800,I,FM ,20,ALW,80000.0,446,125,Javier Castellano,280,5,SAR_2019-08-30_8_9,0,SAR_2019-08-30_8,2224,Chiclet's Dream,2019-08-30 16:46:33.500,SAR_2019-08-30_8_2224,0.004883894910874284,70.32808671658968,0.36,2
876673,BEL,2019-05-27,5,5,335,40.7136393560386,-73.7230493362456,800,T,GD ,142,STK,125000.0,340,117,Luis Saez,720,7,BEL_2019-05-27_5_5,0,BEL_2019-05-27_5,3173,Lady Joan,2019-05-27 15:41:23.750,BEL_2019-05-27_5_3173,0.004738169050210205,68.22963432302696,0.9,4
1809523,SAR,2019-07-14,7,7,10,43.0691561336479,-73.7708703507678,650,D,FT ,72,AOC,83000.0,441,124,Luis Saez,980,7,SAR_2019-07-14_7_7,0,SAR_2019-07-14_7,395,Shamrock Kid,2019-07-14 16:41:02.500,SAR_2019-07-14_7_395,0.002834526567270492,40.81718256869508,0.03,1
3350857,SAR,2019-08-22,4,3,30,43.0718827749522,-73.7717313672289,900,D,FT ,80,STR,60000.0,226,120,Eric Cancel,420,1,SAR_2019-08-22_4_3,1,SAR_2019-08-22_4,4139,Claytnthelionheart,2019-08-22 14:26:07.500,SAR_2019-08-22_4_4139,0.005023895843876711,72.34410015182463,0.06,1
3909863,BEL,2019-09-11,7,5,311,40.7146590797923,-73.7257486926687,850,I,FM ,63,AOC,77000.0,612,122,Junior Alvarado,355,4,BEL_2019-09-11_7_5,0,BEL_2019-09-11_7,1014,Xanthique,2019-09-11 18:13:17.750,BEL_2019-09-11_7_1014,0.00566495094103612,81.57529355092012,0.79,4
4959443,AQU,2019-12-08,3,8,250,40.6740621248395,-73.8277651603656,850,T,GD ,96,MSW,70000.0,1250,119,Junior Alvarado,800,4,AQU_2019-12-08_3_8,0,AQU_2019-12-08_3,2693,Distorted Sky,2019-12-08 12:51:02.500,AQU_2019-12-08_3_2693,0.004995027883531407,71.92840152285225,0.59,3
4259404,AQU,2019-01-20,1,1A,114,40.6693719927064,-73.8295253381487,900,D,SY ,101,MCL,35000.0,1250,122,Ruben Silvera,1490,6,AQU_2019-01-20_1_1A,0,AQU_2019-01-20_1,543,Bridgetothefuture,2019-01-20 12:50:28.500,AQU_2019-01-20_1_543,0.004711172262688287,67.84088058271134,0.24,1
5006372,AQU,2019-11-20,6,1,161,40.6754349692967,-73.8296317039382,600,D,FT ,38,MCL,41000.0,250,119,Irad Ortiz Jr.,335,9,AQU_2019-11-20_6_1,0,AQU_2019-11-20_6,2318,Nextstop Pokipc,2019-11-20 14:50:40.250,AQU_2019-11-20_6_2318,0.00466606984616179,67.19140578472978,0.54,3
4616987,AQU,2019-11-23,6,5,217,40.6725504138021,-73.8285050826537,850,T,GD ,162,MSW,70000.0,223,114,Declan Carroll,6400,7,AQU_2019-11-23_6_5,0,AQU_2019-11-23_6,2401,Lord of the Nile,2019-11-23 14:23:54.250,AQU_2019-11-23_6_2401,0.004816368771524034,69.35571030994609,0.5,2
809580,AQU,2019-02-22,2,3,202,40.6743002788866,-73.8306338361356,600,D,GD ,44,CLM,25000.0,122,116,Reylu Gutierrez,70,5,AQU_2019-02-22_2_3,0,AQU_2019-02-22_2,46,Ribbonite,2019-02-22 13:22:50.500,AQU_2019-02-22_2_46,0.004244335501553991,61.118431222377474,0.67,3
2786106,SAR,2019-07-17,7,13,205,43.0739212844023,-73.7661017848106,700,D,SY ,30,MSW,90000.0,436,118,Julien R. Leparoux,340,4,SAR_2019-07-17_7_13,0,SAR_2019-07-17_7,4103,Panforte Di Siena,2019-07-17 16:36:51.250,SAR_2019-07-17_7_4103,0.004443307852919529,63.983633082041216,0.61,3
4625657,BEL,2019-09-18,7,6,227,40.7142280197954,-73.7262575281288,700,D,FT ,54,STK,150000.0,609,122,Javier Castellano,75,2,BEL_2019-09-18_7_6,0,BEL_2019-09-18_7,3453,Fierce Lady,2019-09-18 18:09:56.750,BEL_2019-09-18_7_3453,0.004949207223866693,71.26858402368038,0.66,3
4788304,SAR,2019-08-25,7,10,13,43.0699585677009,-73.7694181021448,550,T,FM ,56,MCL,60000.0,415,119,Tyler Gaffalione,1900,7,SAR_2019-08-25_7_10,0,SAR_2019-08-25_7,2618,Speed Talks,2019-08-25 16:15:03.250,SAR_2019-08-25_7_2618,0.0039397495577616765,56.73239363176814,0.05,1
4120506,AQU,2019-12-22,10,11,185,40.6753819125749,-73.8297807453939,650,D,FT ,54,CLM,36000.0,416,120,Junior Alvarado,690,1,AQU_2019-12-22_10_11,1,AQU_2019-12-22_10,617,Coach Villa,2019-12-22 16:16:46.250,AQU_2019-12-22_10_617,0.004819735596019924,69.4041925826869,0.58,3
4153010,BEL,2019-06-23,4,2,123,40.7164410109818,-73.7278796268832,600,D,FT ,54,MSW,80000.0,308,111,Benjamin Hernandez,3650,4,BEL_2019-06-23_4_2,0,BEL_2019-06-23_4,1739,Trans Mississippi,2019-06-23 15:08:30.750,BEL_2019-06-23_4_1739,0.005184705756250694,74.65976289001,0.42,2
4996575,AQU,2019-12-14,8,1,266,40.6733450402636,-73.8311132375583,700,D,SY ,48,STK,500000.0,347,120,Reylu Gutierrez,7425,12,AQU_2019-12-14_8_1,0,AQU_2019-12-14_8,2760,Hold My Call,2019-12-14 15:48:06.500,AQU_2019-12-14_8_2760,0.003906474310088966,56.25323006528111,0.78,4
1440126,SAR,2019-08-30,5,7,104,43.0698089786936,-73.7708753356022,800,I,FM ,20,STR,75000.0,310,119,Eric Cancel,3500,6,SAR_2019-08-30_5_7,0,SAR_2019-08-30_5,601,Dancingwthdaffodls,2019-08-30 15:10:26.000,SAR_2019-08-30_5_601,0.004734388328800342,68.17519193472492,0.29,2
5109744,BEL,2019-10-04,4,5,242,40.7137276908317,-73.7243527639077,650,D,MY ,48,CLM,32000.0,259,121,Michael J. Luzzi,1150,2,BEL_2019-10-04_4_5,0,BEL_2019-10-04_4,870,Orpheus (ARG),2019-10-04 15:00:00.500,BEL_2019-10-04_4_870,0.004407880763715516,63.473482997503424,0.77,4
4852060,BEL,2019-10-25,1,1,171,40.7176715269506,-73.7249821194425,850,D,FT ,50,MSW,75000.0,115,119,Jose L. Ortiz,25,2,BEL_2019-10-25_1_1,0,BEL_2019-10-25_1,2108,Mrs. S,2019-10-25 13:15:42.750,BEL_2019-10-25_1_2108,0.004902470126178973,70.5955698169772,0.41,2
3244994,BEL,2019-10-19,10,1,16,40.7157385532917,-73.7175557608032,800,D,FT ,78,STK,250000.0,521,118,Jose Lezcano,120,4,BEL_2019-10-19_10_1,0,BEL_2019-10-19_10,1438,Newly Minted,2019-10-19 17:21:04.000,BEL_2019-10-19_10_1438,0.0039040023589513484,56.21763396889942,0.04,1
2146554,AQU,2019-04-05,3,6,20,40.6698362898717,-73.828924501759,650,D,FT ,36,CLM,38000.0,230,124,Rajiv Maragh,600,5,AQU_2019-04-05_3_6,0,AQU_2019-04-05_3,923,Nth Degree,2019-04-05 14:30:05.000,AQU_2019-04-05_3_923,0.00441243241967435,63.53902684331064,0.06,1
2307521,AQU,2019-02-24,3,4,66,40.6727602360759,-73.8276367978496,600,D,SY ,50,CLM,36000.0,155,115,Benjamin Hernandez,1860,3,AQU_2019-02-24_3_4,0,AQU_2019-02-24_3,373,Cross Multiply,2019-02-24 13:55:16.500,AQU_2019-02-24_3_373,0.005293888930715583,76.2320006023044,0.22,1
3931366,SAR,2019-08-16,10,1,366,43.0715254176452,-73.7713815868667,800,I,FM ,68,MCL,48000.0,550,118,Eric Cancel,900,6,SAR_2019-08-16_10_1,0,SAR_2019-08-16_10,645,Talespin,2019-08-16 17:51:31.500,SAR_2019-08-16_10_645,0.004021027667157078,57.90279840706192,0.94,4
3860520,BEL,2019-04-28,3,2,181,40.7143332503786,-73.7266024453597,600,D,FT ,52,MCL,41000.0,236,118,Harry Hernandez,1230,3,BEL_2019-04-28_3_2,0,BEL_2019-04-28_3,2885,Bad Sueno,2019-04-28 14:36:45.250,BEL_2019-04-28_3_2885,0.004824296053323042,69.4698631678518,0.63,3
1037905,SAR,2019-07-24,5,6,344,43.0718684538776,-73.7717720264155,700,D,FT ,32,CLM,50000.0,316,124,Ricardo Santana Jr.,1260,3,SAR_2019-07-24_5_6,0,SAR_2019-07-24_5,4191,Cape Lookout,2019-07-24 15:17:26.000,SAR_2019-07-24_5_4191,0.004099473092204137,59.032412527739574,0.97,4
2189099,BEL,2019-05-24,6,9,4,40.7158715508217,-73.7201132459563,600,I,FM ,90,AOC,85000.0,412,121,Jose Lezcano,75,2,BEL_2019-05-24_6_9,0,BEL_2019-05-24_6,2505,Sweet Bye and Bye,2019-05-24 16:12:01.000,BEL_2019-05-24_6_2505,0.001375437569409691,19.806300999499552,0.01,1
4598730,BEL,2019-09-18,8,10,330,40.713818276781,-73.723885922018,800,T,FM ,140,MSW,62000.0,640,119,Kendrick Carmouche,1170,7,BEL_2019-09-18_8_10,0,BEL_2019-09-18_8,3738,Nexus,2019-09-18 18:41:22.500,BEL_2019-09-18_8_3738,0.004128374433598605,59.448591843819905,0.85,4
4511021,BEL,2019-09-15,8,5,88,40.7175553215162,-73.7266418711119,600,D,FT ,63,MSW,62000.0,450,119,Eric Cancel,2220,5,BEL_2019-09-15_8_5,0,BEL_2019-09-15_8,2001,Chowda,2019-09-15 16:50:22.000,BEL_2019-09-15_8_2001,0.005213324800416002,75.07187712599043,0.3,2
96068,AQU,2019-01-19,7,1,35,40.6714508439488,-73.8283053493245,600,D,FT ,36,CLM,46000.0,330,121,Eric Cancel,940,4,AQU_2019-01-19_7_1,0,AQU_2019-01-19_7,522,Mighty Zealous,2019-01-19 15:30:08.750,AQU_2019-01-19_7_522,0.005373558180565941,77.37923780014955,0.12,1
2013865,AQU,2019-03-23,9,2,257,40.6722715905614,-73.8316339097087,600,D,FT ,45,MCL,33000.0,615,121,Hector Rafael Diaz Jr.,1030,4,AQU_2019-03-23_9_2,0,AQU_2019-03-23_9,692,Here Comes Helen,2019-03-23 18:16:04.250,AQU_2019-03-23_9_692,0.004143870479990629,59.67173491186506,0.84,4
3712757,AQU,2019-01-18,2,4,170,40.6750731542416,-73.8301921209537,600,D,FT ,48,SOC,60000.0,123,124,Oscar Gomez,4500,7,AQU_2019-01-18_2_4,0,AQU_2019-01-18_2,452,Chicken Valley Rd,2019-01-18 13:23:42.500,AQU_2019-01-18_2_452,0.0046894699770906895,67.52836767010594,0.58,3
2620200,BEL,2019-10-16,3,1,4,40.7126650502987,-73.7192522373323,850,I,FM ,76,MCL,41000.0,220,120,Luis Saez,205,1,BEL_2019-10-16_3_1,1,BEL_2019-10-16_3,3030,Montatham,2019-10-16 14:20:01.000,BEL_2019-10-16_3_3030,0.00131166469082709,18.887971547910094,0.01,1
3387724,BEL,2019-06-23,5,2,281,40.7136867186718,-73.7233128713667,700,T,FM ,63,STK,150000.0,340,116,Luis Saez,2040,4,BEL_2019-06-23_5_2,0,BEL_2019-06-23_5,2041,Plink Freud,2019-06-23 15:41:10.250,BEL_2019-06-23_5_2041,0.004630826402763971,66.68390019980119,0.88,4
3222466,BEL,2019-05-19,6,4,153,40.7177270331219,-73.7255405040851,800,D,FT ,52,MCL,52000.0,419,118,Dylan Davis,1780,5,BEL_2019-05-19_6_4,0,BEL_2019-05-19_6,2049,Single Focus,2019-05-19 16:19:38.250,BEL_2019-05-19_6_2049,0.004939247283371176,71.12516088054494,0.39,2
1702434,AQU,2019-04-05,6,4,339,40.6715608070366,-73.8315282273429,800,O,FM ,64,CLM,44000.0,410,124,Irad Ortiz Jr.,115,3,AQU_2019-04-05_6_4,0,AQU_2019-04-05_6,1287,Variant Perception,2019-04-05 16:11:24.750,AQU_2019-04-05_6_1287,0.004745949815435958,68.34167734227779,0.92,4
497383,BEL,2019-10-18,4,2,112,40.7177265846735,-73.7256919169671,700,D,FT ,54,CLM,28000.0,259,124,Rajiv Maragh,530,1,BEL_2019-10-18_4_2,1,BEL_2019-10-18_4,3943,Kahramani,2019-10-18 14:59:28.000,BEL_2019-10-18_4_3943,0.004881066488974471,70.28735744123239,0.34,2
512796,AQU,2019-04-05,6,1,230,40.6753192717148,-73.8285138858735,800,O,FM ,64,CLM,44000.0,410,124,Jose Lezcano,385,4,AQU_2019-04-05_6_1,0,AQU_2019-04-05_6,852,Air On Fire,2019-04-05 16:10:57.500,AQU_2019-04-05_6_852,0.004882476199365534,70.30765727086369,0.62,3
2755521,AQU,2019-11-14,2,8,47,40.6715340621565,-73.8286298846014,600,O,FM ,44,CLM,44000.0,1250,122,Irad Ortiz Jr.,730,1,AQU_2019-11-14_2_8,1,AQU_2019-11-14_2,1203,Linda's Ballet,2019-11-14 12:50:11.750,AQU_2019-11-14_2_1203,0.00541220318670312,77.93572588852493,0.17,1
4970984,AQU,2019-11-29,3,2,9,40.6699110183041,-73.8293396575697,600,O,GD ,52,MSW,62000.0,1248,119,Kendrick Carmouche,6975,9,AQU_2019-11-29_3_2,0,AQU_2019-11-29_3,2497,Businessindubai,2019-11-29 12:48:02.250,AQU_2019-11-29_3_2497,0.0019164039341177217,27.59621665129519,0.03,1
3040982,BEL,2019-10-16,7,4,262,40.7132986464422,-73.7226233102258,600,D,MY ,64,ALW,77000.0,428,120,Joel Rosario,1250,5,BEL_2019-10-16_7_4,0,BEL_2019-10-16_7,3941,Al Shamkhah,2019-10-16 16:29:05.500,BEL_2019-10-16_7_3941,0.0041586252985651665,59.8842042993384,0.92,4
4995007,SAR,2019-07-11,8,2,285,43.0718888401095,-73.7716976318214,600,D,MY ,45,STK,150000.0,515,120,Luis Saez,1740,5,SAR_2019-07-11_8_2,0,SAR_2019-07-11_8,4016,Integral,2019-07-11 17:16:11.250,SAR_2019-07-11_8_4016,0.0034755358208307997,50.047715819963514,0.98,4
271940,SAR,2019-08-10,9,2,151,43.0707480689045,-73.7683097437014,800,I,FM ,36,STK,500000.0,549,118,Julien R. Leparoux,950,7,SAR_2019-08-10_9_2,0,SAR_2019-08-10_9,1895,Dr. Edgar,2019-08-10 17:49:37.750,SAR_2019-08-10_9_1895,0.00520973596754873,75.02019793270172,0.41,2
2305193,AQU,2019-12-05,5,7,39,40.6713929416943,-73.8282555096813,600,D,GD ,36,CLM,46000.0,216,120,Reylu Gutierrez,3925,1,AQU_2019-12-05_5_7,1,AQU_2019-12-05_5,297,Vicar's Legend,2019-12-05 14:16:09.750,AQU_2019-12-05_5_297,0.004882239420828825,70.30424765993507,0.13,1
1333852,AQU,2019-11-08,8,13,160,40.675271271046,-73.8293294353597,600,O,FM ,72,AOC,80000.0,348,122,John R. Velazquez,520,9,AQU_2019-11-08_8_13,0,AQU_2019-11-08_8,1830,McErin,2019-11-08 15:48:40.000,AQU_2019-11-08_8_1830,0.004743622508141382,68.30816411723589,0.56,3
2444173,AQU,2019-02-28,8,4,168,40.6733994679754,-73.8274220556826,800,D,FT ,54,MCL,35000.0,441,123,Manuel Franco,145,4,AQU_2019-02-28_8_4,0,AQU_2019-02-28_8,1073,Give Me a Hug,2019-02-28 16:41:42.000,AQU_2019-02-28_8_1073,0.004557505288802167,65.6280761587512,0.39,2
3594471,SAR,2019-08-01,10,4,177,43.071212747996,-73.7670260290479,800,I,FM ,92,MSW,78000.0,629,118,Javier Castellano,830,5,SAR_2019-08-01_10_4,0,SAR_2019-08-01_10,3226,Wacky Pal,2019-08-01 18:29:44.250,SAR_2019-08-01_10_3226,0.004880256234757128,70.27568978050265,0.44,2
1827998,SAR,2019-07-25,4,2,489,43.0725782149812,-73.7687295226949,1100,I,GD ,280,MSW,90000.0,224,125,Tyler Gaffalione,3725,5,SAR_2019-07-25_4_2,0,SAR_2019-07-25_4,4212,Anticipating,2019-07-25 14:26:02.250,SAR_2019-07-25_4_4212,0.004603693662564162,66.29318874092394,0.89,4
2143763,AQU,2019-11-22,7,8,312,40.6715346830134,-73.8319726688766,700,D,GD ,45,STR,55000.0,348,124,Manuel Franco,85,3,AQU_2019-11-22_7_8,0,AQU_2019-11-22_7,42,My Roxy Girl,2019-11-22 15:49:18.000,AQU_2019-11-22_7_42,0.004225010891852217,60.84015684267192,0.93,4
586261,SAR,2019-07-19,3,12,153,43.0737018419704,-73.7663924568031,550,T,FM ,85,MSW,78000.0,213,124,Jose L. Ortiz,510,1,SAR_2019-07-19_3_12,1,SAR_2019-07-19_3,1371,Andretta,2019-07-19 14:13:38.250,SAR_2019-07-19_3_1371,0.005140111814212432,74.01761012465902,0.58,3
999570,AQU,2019-03-29,2,3,117,40.6751342334202,-73.8275346882648,600,D,FT ,45,AOC,67000.0,205,123,Andre Shivnarine Worrie,130,1,AQU_2019-03-29_2_3,1,AQU_2019-03-29_2,891,Leah's Dream,2019-03-29 14:05:29.250,AQU_2019-03-29_2_891,0.005000651134991091,72.00937634387171,0.41,2
2965012,AQU,2019-11-24,7,12,12,40.6669756595634,-73.8302503742394,800,D,SY ,54,AOC,70000.0,319,119,John R. Velazquez,250,5,AQU_2019-11-24_7_12,0,AQU_2019-11-24_7,864,Southern King,2019-11-24 15:19:03.000,AQU_2019-11-24_7_864,0.0033371019243376822,48.054267710462625,0.03,1
976660,AQU,2019-12-14,7,6,15,40.6706540218658,-73.8285945246837,600,D,SY ,48,ALW,70000.0,319,122,Jorge A. Vargas Jr.,530,2,AQU_2019-12-14_7_6,0,AQU_2019-12-14_7,221,Sicilia Mike,2019-12-14 15:19:03.750,AQU_2019-12-14_7_221,0.004361708934402765,62.808608655399816,0.05,1
2002703,AQU,2019-03-17,1,1,152,40.6727670359148,-73.8276915367913,800,D,FT ,54,STR,55000.0,130,122,Rajiv Maragh,185,1,AQU_2019-03-17_1_1,1,AQU_2019-03-17_1,123,Expert,2019-03-17 13:30:38.000,AQU_2019-03-17_1_123,0.00491980180173766,70.84514594502231,0.4,2
432685,AQU,2019-11-02,9,8,286,40.6755790954315,-73.8291643184606,900,D,FT ,76,STK,150000.0,430,115,Declan Carroll,6175,6,AQU_2019-11-02_9_8,0,AQU_2019-11-02_9,1663,Zena Rules,2019-11-02 16:31:11.500,AQU_2019-11-02_9_1663,0.00462008970837866,66.52929180065271,0.67,3
3834342,SAR,2019-07-21,3,5,163,43.069991227297,-73.7695348400158,900,T,FM ,96,MCL,55000.0,130,118,Dylan Davis,950,3,SAR_2019-07-21_3_5,0,SAR_2019-07-21_3,2727,Crypto Gold,2019-07-21 13:30:40.750,SAR_2019-07-21_3_2727,0.004970841051045605,71.58011113505671,0.38,2
109737,AQU,2019-02-22,7,1,149,40.6706298876369,-73.8286897053433,900,D,GD ,96,CLM,60000.0,409,117,Reylu Gutierrez,155,6,AQU_2019-02-22_7_1,0,AQU_2019-02-22_7,461,Langdarma,2019-02-22 16:09:37.250,AQU_2019-02-22_7_461,0.004491036577979855,64.67092672290991,0.34,2
4108552,BEL,2019-10-12,2,6,177,40.7167157053034,-73.7237069165918,850,I,FM ,54,CLM,60000.0,118,123,Michael J. Luzzi,400,3,BEL_2019-10-12_2_6,0,BEL_2019-10-12_2,3914,Seaside Dancer,2019-10-12 13:18:44.250,BEL_2019-10-12_2_3914,0.004812948293193561,69.30645542198727,0.45,2
1891848,AQU,2019-12-07,6,6,248,40.6755507856728,-73.8293571865668,800,D,FT ,54,STK,250000.0,211,117,Junior Alvarado,350,3,AQU_2019-12-07_6_6,0,AQU_2019-12-07_6,1536,Our Super Nova,2019-12-07 14:12:02.000,AQU_2019-12-07_6_1536,0.004570166337661316,65.81039526232296,0.65,3
542586,AQU,2019-03-31,7,2,60,40.6723464908585,-73.8278413183201,600,D,GD ,45,STR,55000.0,501,122,Ruben Silvera,410,4,AQU_2019-03-31_7_2,0,AQU_2019-03-31_7,485,Questeq,2019-03-31 17:01:15.000,AQU_2019-03-31_7_485,0.005611010547137093,80.79855187877413,0.2,1
2880315,AQU,2019-11-21,3,5,98,40.6704494766881,-73.8316546737538,850,T,GD ,162,STR,55000.0,150,119,Eric Cancel,1090,7,AQU_2019-11-21_3_5,0,AQU_2019-11-21_3,270,Alvernia,2019-11-21 13:50:24.500,AQU_2019-11-21_3_270,0.00466792349612019,67.21809834413074,0.23,1
4816435,SAR,2019-08-04,4,8,135,43.0698235130221,-73.7700147193086,850,T,FM ,102,MSW,90000.0,246,119,Jose L. Ortiz,295,3,SAR_2019-08-04_4_8,0,SAR_2019-08-04_4,1702,Sparkling Sky,2019-08-04 14:46:33.750,SAR_2019-08-04_4_1702,0.0045619672421253355,65.69232828660483,0.34,2
1618585,BEL,2019-05-17,5,5,45,40.7162307530319,-73.7193795718671,800,D,FT ,52,AOC,85000.0,338,122,Joe Bravo,770,2,BEL_2019-05-17_5_5,0,BEL_2019-05-17_5,2772,Supreme Aura,2019-05-17 15:38:11.250,BEL_2019-05-17_5_2772,0.004993550607659908,71.90712875030268,0.12,1
4907890,AQU,2019-11-24,6,9,219,40.6733558966664,-73.8311645254246,600,D,SY ,40,MSW,62000.0,250,119,John R. Velazquez,520,2,AQU_2019-11-24_6_9,0,AQU_2019-11-24_6,2004,Jack of Clubs,2019-11-24 14:50:54.750,AQU_2019-11-24_6_2004,0.004338729357552224,62.47770274875203,0.74,3
3590121,BEL,2019-05-12,4,2,268,40.7131636595041,-73.7222719943592,600,D,SY ,48,MSW,80000.0,308,118,Javier Castellano,185,2,BEL_2019-05-12_4_2,0,BEL_2019-05-12_4,3029,Lion Dance,2019-05-12 15:09:07.000,BEL_2019-05-12_4_3029,0.0038779739241487786,55.842824507742414,0.91,4
2937593,SAR,2019-07-25,4,4,420,43.0731427461042,-73.7650448395786,1100,I,GD ,280,MSW,90000.0,224,118,Jose Lezcano,1080,4,SAR_2019-07-25_4_4,0,SAR_2019-07-25_4,3523,Third Edition,2019-07-25 14:25:45.000,SAR_2019-07-25_4_3523,0.004996598532492036,71.95101886788532,0.77,4
1156991,AQU,2019-02-09,4,8,113,40.6738568554727,-73.8271552976754,650,D,FT ,45,MCL,33000.0,228,123,Dalton Brown,1450,4,AQU_2019-02-09_4_8,0,AQU_2019-02-09_4,376,Flat Out Jayvien,2019-02-09 14:28:28.250,AQU_2019-02-09_4_376,0.004989859988665145,71.85398383677808,0.35,2
3808772,BEL,2019-06-15,8,6,44,40.713793968018,-73.7180002252956,850,I,FM ,56,CLM,60000.0,519,118,Rajiv Maragh,580,4,BEL_2019-06-15_8_6,0,BEL_2019-06-15_8,2999,Calamity Kat,2019-06-15 17:19:11.000,BEL_2019-06-15_8_2999,0.0050684792034834105,72.98610053016111,0.11,1
4543139,AQU,2019-11-09,10,7,329,40.6712497673273,-73.8321040795403,700,D,FT ,45,MSW,70000.0,420,119,John R. Velazquez,660,5,AQU_2019-11-09_10_7,0,AQU_2019-11-09_10,1913,Malibu Edge,2019-11-09 16:21:22.250,AQU_2019-11-09_10_1913,0.0034494210665489237,49.6716633583045,0.96,4
2517650,SAR,2019-08-18,4,1A,273,43.0735298453011,-73.7662394880475,800,I,GD ,162,ALW,92000.0,242,120,Luis Saez,1570,5,SAR_2019-08-18_4_1A,0,SAR_2019-08-18_4,1605,Hollywood Glory,2019-08-18 14:43:08.250,SAR_2019-08-18_4_1605,0.004696384427834513,67.62793576081698,0.71,3
5100429,BEL,2019-06-08,10,2,52,40.7134237468737,-73.720816054765,1000,I,FM ,76,STK,1000000.0,538,117,Luis Saez,4875,9,BEL_2019-06-08_10_2,0,BEL_2019-06-08_10,3332,Catcho En Die (ARG),2019-06-08 17:38:13.000,BEL_2019-06-08_10_3332,0.00516354560942523,74.35505677572331,0.11,1
537920,BEL,2019-05-26,6,6,124,40.7170388432104,-73.722480551612,850,D,FT ,46,AOC,70000.0,412,124,Irad Ortiz Jr.,80,6,BEL_2019-05-26_6_6,0,BEL_2019-05-26_6,1568,Minsky Moment,2019-05-26 16:12:31.000,BEL_2019-05-26_6_1568,0.0049955685656090185,71.93618734476986,0.31,2
2153116,AQU,2019-02-16,2,5,330,40.6711075224707,-73.8321598171913,700,D,FT ,44,AOC,67000.0,122,121,Rajiv Maragh,395,4,AQU_2019-02-16_2_5,0,AQU_2019-02-16_2,42,My Roxy Girl,2019-02-16 13:23:22.500,AQU_2019-02-16_2_42,0.0037504704505277467,54.00677448759955,0.97,4
998693,AQU,2019-04-06,9,5,111,40.6730531228947,-73.8274901311877,700,D,FT ,40,STK,400000.0,522,117,Rajiv Maragh,1370,2,AQU_2019-04-06_9_5,0,AQU_2019-04-06_9,511,Skyler's Scramjet,2019-04-06 17:22:27.750,AQU_2019-04-06_9_511,0.005270618243127346,75.89690270103378,0.34,2
1515689,BEL,2019-10-20,3,1,127,40.7177172475302,-73.7259855104692,700,D,FT ,54,CLM,28000.0,145,124,Keivan Serrano,480,2,BEL_2019-10-20_3_1,0,BEL_2019-10-20_3,206,Zecha,2019-10-20 13:45:31.750,BEL_2019-10-20_3_206,0.004732490845149649,68.14786817015494,0.37,2
4142976,AQU,2019-01-19,1,2,50,40.6721798334646,-73.8279360658968,600,D,FT ,36,MSW,68000.0,1229,122,Junior Alvarado,310,5,AQU_2019-01-19_1_2,0,AQU_2019-01-19_1,495,Shanghai Bonnie,2019-01-19 12:29:12.500,AQU_2019-01-19_1_495,0.0054764350649759265,78.86066493565335,0.17,1
466830,SAR,2019-07-28,10,8,79,43.073272103852,-73.7651914601754,1100,I,FM ,280,AOC,92000.0,604,124,John R. Velazquez,880,7,SAR_2019-07-28_10_8,0,SAR_2019-07-28_10,3122,So Charming,2019-07-28 18:04:19.750,SAR_2019-07-28_10_3122,0.004726821327701055,68.06622711889518,0.15,1
757848,BEL,2019-09-06,3,5,350,40.7130714240133,-73.7220154393647,700,D,SY ,44,CLM,50000.0,404,121,Talbert Howell,11600,7,BEL_2019-09-06_3_5,0,BEL_2019-09-06_3,516,Princess Mikayah,2019-09-06 16:05:27.500,BEL_2019-09-06_3_516,0.0029087998935574074,41.886718467226665,0.99,4
3367579,AQU,2019-11-15,5,3,86,40.6729130433862,-73.8276188201923,650,D,FT ,54,MCL,33000.0,203,117,Declan Carroll,5250,12,AQU_2019-11-15_5_3,0,AQU_2019-11-15_5,1188,Flattering Eyes,2019-11-15 14:03:21.500,AQU_2019-11-15_5_1188,0.004497301450508787,64.76114088732653,0.26,2
2350711,BEL,2019-06-15,10,6,356,40.7137098691837,-73.7233236175112,850,T,FM ,90,MCL,41000.0,625,125,Luis Saez,800,7,BEL_2019-06-15_10_6,0,BEL_2019-06-15_10,3076,Bunyan's Axe,2019-06-15 18:26:29.000,BEL_2019-06-15_10_3076,0.004442276112904276,63.96877602582158,0.89,4
