run_id,avg_speed_kmh_stage1,avg_speed_kmh_stage2,avg_speed_kmh_stage3,avg_speed_kmh_stage4,median_position_stage1,median_position_stage2,median_position_stage3,median_position_stage4,rid,track_id,distance_id,course_type,track_condition,race_type,win,position_at_finish
AQU_2019-11-20_7_742,63.71342654380606,70.89893286716728,67.56312369331266,61.406280569316465,7.0,7.0,7.0,7.0,AQU_2019-11-20_7,AQU,800,D,FT ,STR,0,6
AQU_2019-11-20_8_2323,70.6840633812321,73.416766256884,70.56256413184325,61.80329935678181,2.0,2.0,2.0,1.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,1,1
AQU_2019-11-20_8_2324,70.42166982000654,73.62010556821349,68.09449450417256,57.24548375249225,3.0,3.0,3.0,2.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,3
AQU_2019-11-20_8_2325,68.09018022098361,71.69354129465484,66.78811462851468,61.1987183380845,4.0,4.0,4.0,3.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,6
AQU_2019-11-20_8_327,67.53046008084948,73.61773032112436,60.81774630153355,34.317108532255745,1.0,1.0,1.0,1.0,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,7
AQU_2019-11-20_8_356,71.17919262697487,73.11356334946674,68.92373588981145,59.811574904050566,5.0,5.0,5.0,4.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,2
AQU_2019-11-20_8_673,69.80351044310814,73.6260287986068,66.39887457812672,57.118722166953845,6.0,6.0,6.0,5.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,5
AQU_2019-11-20_8_738,71.10008401695016,72.83928520741576,66.76062283967345,54.52480122975087,7.0,7.0,7.0,6.5,AQU_2019-11-20_8,AQU,700,D,FT ,AOC,0,4
AQU_2019-11-20_9_1268,65.92242928835222,70.80819000696286,70.6721838622232,61.96607856648698,1.0,1.0,1.0,1.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,1,1
AQU_2019-11-20_9_2326,64.753229327083,70.43474269562884,61.49646681219268,48.86054577591913,2.0,2.0,2.0,2.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,9
AQU_2019-11-20_9_239,63.41022782969498,69.99957707289178,65.3166309444595,53.59274649133562,3.0,3.0,3.0,3.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,8
AQU_2019-11-20_9_459,65.3718286086312,70.68726238612719,67.29441291167727,59.42958489628019,4.0,4.0,4.0,4.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,3
AQU_2019-11-20_9_645,64.77294209046147,69.60660634444577,68.02259628196383,59.42392660340555,5.0,5.0,5.0,5.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,5
AQU_2019-11-20_9_665,65.38590609804339,71.88646693563012,67.71696185817845,58.26955295964941,6.0,6.0,6.0,6.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,2
AQU_2019-11-20_9_902,63.584009671802974,69.87094586555712,66.21856399139448,58.03094081617628,7.0,7.0,7.0,7.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,6
AQU_2019-11-20_9_979,64.64756063894878,68.7301213048857,63.37381770307959,59.393386495796705,8.0,8.0,8.0,8.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,7
AQU_2019-11-20_9_989,64.68131912939671,69.67887677166355,67.25889070798883,60.75123191907403,9.0,9.0,9.0,9.0,AQU_2019-11-20_9,AQU,600,D,FT ,MCL,0,4
AQU_2019-11-21_1_1028,63.499026739406524,72.65380085276942,67.2282005248849,61.58659507432535,1.0,1.0,1.0,1.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,2
AQU_2019-11-21_1_1370,67.16683484003829,70.49538944281116,65.02150381219425,56.73701258225935,2.0,2.0,2.0,2.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,6
AQU_2019-11-21_1_1622,66.36060506728423,72.83034649712737,65.78212277642554,57.50329420771086,3.0,3.0,3.0,3.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,3
AQU_2019-11-21_1_2040,66.37966137081203,70.85902673784528,66.16474754323119,59.28364950073504,4.0,4.0,4.0,4.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,4
AQU_2019-11-21_1_2327,66.8604978833409,71.72217930791065,65.61623068464043,59.70713006683669,5.0,5.0,5.0,5.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,1,1
AQU_2019-11-21_1_2328,65.77343083085326,71.71331710097746,65.8633775852245,59.70412086449462,6.0,6.0,6.0,6.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,5
AQU_2019-11-21_1_2329,63.087437940307744,70.93883085054519,65.65234583390644,57.224652323622685,7.0,7.0,7.0,7.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,8
AQU_2019-11-21_1_2330,61.58367495241614,67.7346741733578,64.64018916471414,66.95792299843487,8.0,8.0,8.0,8.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,9
AQU_2019-11-21_1_784,59.5861990345551,70.61235720502285,68.50573558731706,61.48626910224865,9.0,9.0,9.0,9.0,AQU_2019-11-21_1,AQU,600,D,FT ,MCL,0,7
AQU_2019-11-21_2_1442,65.86409967574988,69.80053331521225,63.843438902118486,58.598955920849285,1.0,1.0,1.0,1.0,AQU_2019-11-21_2,AQU,800,D,FT ,CLM,0,2
AQU_2019-11-21_2_15,65.31545908009485,69.4812908030323,62.30257497068032,56.8057553496273,2.0,2.0,2.0,2.0,AQU_2019-11-21_2,AQU,800,D,FT ,CLM,0,5
AQU_2019-11-21_2_271,63.64708515044246,70.27215114646192,63.42363731323745,57.293787176556954,3.0,3.0,3.0,3.0,AQU_2019-11-21_2,AQU,800,D,FT ,CLM,0,4
AQU_2019-11-21_2_570,65.60388249272211,70.10833328865806,64.64586394167485,58.565461739472255,4.0,4.0,4.0,4.0,AQU_2019-11-21_2,AQU,800,D,FT ,CLM,1,1
AQU_2019-11-21_2_998,63.611279163656114,69.93596821750488,64.77580961285534,59.364777052195905,5.0,5.0,5.0,5.0,AQU_2019-11-21_2,AQU,800,D,FT ,CLM,0,3
AQU_2019-11-21_3_1350,62.69807166384471,65.76536884684754,68.49162219136696,68.61619863034392,1.0,1.0,1.0,1.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,5
AQU_2019-11-21_3_2331,63.9282584273154,64.92657528420618,68.53798661478959,67.30416811297093,2.0,2.0,2.0,2.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,2
AQU_2019-11-21_3_2332,65.1292231190773,64.68360889538242,68.75028341415323,67.48725280482657,3.0,3.0,3.0,3.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,1,1
AQU_2019-11-21_3_2333,63.21765000707626,63.84184510391783,69.22285619117869,68.49385168927243,4.0,4.0,4.0,4.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,4
AQU_2019-11-21_3_2334,65.52395494137204,63.82636584776351,67.98458986525972,65.38684787857778,5.0,5.0,5.0,5.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,6
AQU_2019-11-21_3_270,64.378179170638,64.12873722896855,69.13471573713467,58.301084698014485,6.0,6.0,6.0,6.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,7
AQU_2019-11-21_3_913,64.41476110778628,64.57666484702902,69.82544161878396,67.37430552713035,7.0,7.0,7.0,7.0,AQU_2019-11-21_3,AQU,850,T,GD ,STR,0,3
AQU_2019-11-21_4_1385,64.030951126143,73.76064008097178,69.1145595079423,58.63958711743,1.0,1.0,1.0,1.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,6
AQU_2019-11-21_4_1459,64.6065834050188,73.19164905882886,69.24399411359246,61.63339568967648,2.0,2.0,2.0,2.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,2
AQU_2019-11-21_4_190,63.062061845108765,73.33647174717342,68.6653005821969,60.79117177934778,3.0,3.0,3.0,3.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,5
AQU_2019-11-21_4_2335,62.11596609169266,73.0356905086602,71.54605835559101,63.85064106191337,4.0,4.0,4.0,4.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,3
AQU_2019-11-21_4_2336,63.11669765974313,72.76948521482022,69.69210460584259,65.01139914500979,5.0,5.0,5.0,5.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,4
AQU_2019-11-21_4_2337,62.93534224473049,73.12069811095746,69.65511860620016,61.60828343631518,6.0,6.0,6.0,6.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,0,7
AQU_2019-11-21_4_73,63.27666663682457,73.62403804295106,70.04170176428119,65.18106118228542,7.0,7.0,7.0,7.0,AQU_2019-11-21_4,AQU,600,O,GD ,MSW,1,1
AQU_2019-11-21_5_133,68.04051593215256,71.52340782356167,64.80542066106864,58.435308819828585,1.0,1.0,1.0,1.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,7
AQU_2019-11-21_5_1383,67.62917162467524,72.48868785084032,65.80473763429798,58.404847553692825,2.0,2.0,2.0,2.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,6
AQU_2019-11-21_5_1762,68.3855120718252,72.37742618785163,65.94896840462695,60.206795516960824,3.0,3.0,3.0,3.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,3
AQU_2019-11-21_5_207,66.96731517457508,72.0605857389784,67.20092862785036,61.8000428727458,4.0,4.0,4.0,4.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,2
AQU_2019-11-21_5_253,64.4802964695513,72.284836674322,68.53946768856642,62.41450648519578,5.0,5.0,5.0,5.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,1,1
AQU_2019-11-21_5_599,66.98039764087902,72.32239572440268,65.87190041108366,55.35796588902574,6.0,6.0,6.0,6.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,8
AQU_2019-11-21_5_652,66.42110610362005,72.28753939215616,66.63338804543494,59.44486178563653,7.0,7.0,7.0,7.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,4
AQU_2019-11-21_5_731,68.68896810543664,71.90598918697295,65.02527871354668,58.72102601218369,8.0,8.0,8.0,8.0,AQU_2019-11-21_5,AQU,700,D,FT ,CLM,0,5
AQU_2019-11-21_6_1310,61.00869633250553,67.16426111801279,67.6807476183363,67.40948235456094,1.0,1.0,1.0,1.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,1,1
AQU_2019-11-21_6_1311,62.506063292526704,66.79353294360213,67.48340245452367,62.68019100002396,2.0,2.0,2.0,2.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,8
AQU_2019-11-21_6_1500,60.71718221238262,67.19250338488017,68.44954227658069,67.77238710609349,3.0,3.0,3.0,3.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,3
AQU_2019-11-21_6_1637,59.41699406326128,67.58689198667432,68.50345608383893,69.17106956096973,4.0,4.0,4.0,4.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,2
AQU_2019-11-21_6_1639,59.995754131204606,67.69888186693443,67.44700557010124,66.86169091249337,5.0,5.0,5.0,5.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,5
AQU_2019-11-21_6_2338,60.63450757583491,68.40357599916436,68.32598105250783,68.16833637309715,6.0,6.0,6.0,6.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,4
AQU_2019-11-21_6_2339,61.98212186687156,67.46038689551308,68.01047982678479,65.97871679196611,7.0,7.0,7.0,7.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,6
AQU_2019-11-21_6_986,61.80438081827088,67.8238537860199,68.74245474958595,65.08461200698261,8.0,8.0,8.0,8.0,AQU_2019-11-21_6,AQU,850,O,GD ,CLM,0,7
AQU_2019-11-21_7_1397,64.66799672863344,66.31991367961051,68.91896468160694,65.67490547385592,1.0,1.0,1.0,1.0,AQU_2019-11-21_7,AQU,850,T,GD ,AOC,0,3
AQU_2019-11-21_7_2340,66.72596128151228,65.31121380354153,69.04666567439209,66.16218006056573,2.0,2.0,2.0,2.0,AQU_2019-11-21_7,AQU,850,T,GD ,AOC,1,1
AQU_2019-11-21_7_2341,63.669895201166604,66.79318489958597,70.01205378511614,65.8798695928748,3.0,3.0,3.0,3.0,AQU_2019-11-21_7,AQU,850,T,GD ,AOC,0,2
AQU_2019-11-21_7_2342,64.6979233766242,66.68466480200355,70.29341961003732,61.860232080255,4.0,4.0,4.0,4.0,AQU_2019-11-21_7,AQU,850,T,GD ,AOC,0,4
AQU_2019-11-21_7_2343,65.32668863332981,66.20809020852569,69.21777815060797,55.89713073810544,5.0,5.0,5.0,5.0,AQU_2019-11-21_7,AQU,850,T,GD ,AOC,0,5
AQU_2019-11-21_8_1599,64.32950264773375,69.14313436630658,63.27142423491479,54.48241514641931,1.0,1.0,1.0,1.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,10
AQU_2019-11-21_8_1957,64.86776431789745,72.65576733008412,65.55621858532449,54.69650191932544,2.0,2.0,2.0,2.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,5
AQU_2019-11-21_8_2344,63.03261542816736,71.37806151620075,66.69612775107537,61.06009698810694,3.0,3.0,3.0,3.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,1,1
AQU_2019-11-21_8_2345,65.55098384417755,70.53735210471977,66.64053603815799,55.3640763385898,4.0,4.0,4.0,4.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,2
AQU_2019-11-21_8_2346,60.197000618315364,71.06012649980235,69.87969174017775,61.74054214425561,5.0,5.0,5.0,5.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,3
AQU_2019-11-21_8_2347,64.280573181569,71.76289861797673,66.64600051728281,55.83738744052878,6.0,6.0,6.0,6.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,4
AQU_2019-11-21_8_2348,63.180306384871194,70.46157329070655,66.70107791256198,56.52210935116053,7.0,7.0,7.0,7.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,6
AQU_2019-11-21_8_2349,66.30639505485114,70.52951223492407,63.89013573227103,53.83742688204541,8.0,8.0,8.0,8.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,7
AQU_2019-11-21_8_2350,65.20706665787488,71.77267128031976,64.9091931504869,53.415793059976586,9.0,9.0,9.0,9.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,8
AQU_2019-11-21_8_2351,63.05801181486546,72.0798524692497,64.95303622127594,57.77016713906229,10.0,10.0,10.0,10.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,9
AQU_2019-11-21_8_2352,65.873982122139,71.49883390414203,61.20956416214494,50.97852648789643,11.0,11.0,11.0,11.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,11
AQU_2019-11-21_8_2353,60.00897082503136,68.34802823168006,61.44850599747979,48.9489754383163,12.0,12.0,12.0,12.0,AQU_2019-11-21_8,AQU,600,D,FT ,MCL,0,12
AQU_2019-11-22_1_1103,62.359081213847425,72.18563457172061,69.80084266928226,63.49728293427206,1.0,1.0,1.0,1.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,0,2
AQU_2019-11-22_1_2354,63.8616113955777,71.88418452008325,70.340310704663,62.48490634117603,2.0,2.0,2.0,2.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,1,1
AQU_2019-11-22_1_2355,62.4255308071325,72.17110738821042,69.31141659234193,63.545945607357964,3.0,3.0,3.0,3.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,0,3
AQU_2019-11-22_1_2356,63.493469828966,72.13289007311226,68.5567105162304,61.546420394303674,4.0,4.0,4.0,4.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,0,4
AQU_2019-11-22_1_2357,62.21962558279009,71.68298951953841,68.64864349049127,60.55079022673796,5.0,5.0,5.0,5.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,0,5
AQU_2019-11-22_1_2358,63.15555779202435,71.94040086294534,66.42035475448434,56.098237118651014,6.0,6.0,6.0,6.0,AQU_2019-11-22_1,AQU,600,O,GD ,MCL,0,6
AQU_2019-11-22_2_2359,63.96104889886362,72.96082747181656,70.93085747081061,63.97826238055292,1.0,1.0,1.0,1.0,AQU_2019-11-22_2,AQU,700,D,FT ,CLM,1,1
AQU_2019-11-22_2_49,63.31337467216154,72.24004622688764,69.92095202804529,65.1295353128474,2.0,2.0,2.0,2.0,AQU_2019-11-22_2,AQU,700,D,FT ,CLM,0,3
AQU_2019-11-22_2_641,64.78601639532812,71.70459441431616,67.84976008003551,64.57065438495627,3.0,3.0,3.0,3.0,AQU_2019-11-22_2,AQU,700,D,FT ,CLM,0,4
AQU_2019-11-22_2_981,64.55125142423294,72.39763474216237,69.99951089293695,63.29754766745559,4.0,4.0,4.0,4.0,AQU_2019-11-22_2,AQU,700,D,FT ,CLM,0,2
AQU_2019-11-22_3_1572,63.05337673619833,73.11686822517373,67.77945691874774,62.69582851073996,1.0,1.0,1.0,1.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,0,4
AQU_2019-11-22_3_2360,64.48328356393554,71.61062548158208,67.05130229870095,63.16777483770952,2.0,2.0,2.0,2.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,0,3
AQU_2019-11-22_3_2361,64.38144524152752,72.00840403453434,66.01832720151987,54.841916418366246,3.0,3.0,3.0,3.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,0,5
AQU_2019-11-22_3_2362,62.70230528983585,71.99774437203715,66.0789709833634,51.41502522857331,4.0,4.0,4.0,4.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,0,6
AQU_2019-11-22_3_726,63.74405639935106,72.28184425997073,69.0356080687491,60.96908089127438,5.0,5.0,5.0,5.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,1,1
AQU_2019-11-22_3_758,64.85077766491847,72.38529125074622,67.40180889783527,60.28228120856394,6.0,6.0,6.0,6.0,AQU_2019-11-22_3,AQU,600,D,GD ,CLM,0,2
AQU_2019-11-22_4_2062,61.735468941910945,66.81832769601353,66.18001876493847,64.12046304711889,1.0,1.0,1.0,1.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,3
AQU_2019-11-22_4_2363,62.17327639258343,66.74189780229305,66.11013435634118,63.800474914477384,2.0,2.0,2.0,2.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,1,1
AQU_2019-11-22_4_2364,63.297646320164354,67.00544314456657,66.80637260143102,62.796446964673315,3.0,3.0,3.0,3.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,2
AQU_2019-11-22_4_2365,60.52143657287039,66.3197243714661,67.26623627348823,64.35719001377598,4.0,4.0,4.0,4.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,4
AQU_2019-11-22_4_2366,63.09879775731759,66.7821559911462,65.84789398635483,58.54873200618012,5.0,5.0,5.0,5.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,5
AQU_2019-11-22_4_2367,60.91685667104608,66.51687956840263,66.19064099372873,61.67511253095314,6.0,6.0,6.0,6.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,6
AQU_2019-11-22_4_2368,61.97899257169544,67.30647760668641,66.31687583670661,56.37046613773901,7.0,7.0,7.0,7.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,7
AQU_2019-11-22_4_2369,62.35180862436711,67.17258916022898,64.26830243679177,56.19355242860337,8.0,8.0,8.0,8.0,AQU_2019-11-22_4,AQU,850,O,GD ,MSW,0,8
AQU_2019-11-22_5_1017,63.44816638052323,72.27715859420752,66.64294610470837,63.5809924763689,1.0,1.0,1.0,1.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,2
AQU_2019-11-22_5_1715,65.87803127536313,71.29184319193631,64.38938271994509,56.593933082966466,2.0,2.0,2.0,2.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,7
AQU_2019-11-22_5_1821,64.37558355874567,73.28228154166683,66.58994158217945,60.889184054843234,3.0,3.0,3.0,3.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,5
AQU_2019-11-22_5_223,65.26495348232854,72.53715924492292,68.19911247992249,57.793313369056754,4.0,4.0,4.0,4.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,1,1
AQU_2019-11-22_5_462,64.09902337372873,72.53240586763798,66.96866081593842,61.308843636040436,5.0,5.0,5.0,5.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,4
AQU_2019-11-22_5_55,64.11919396930344,72.16923099653276,64.43826805687557,58.69577684528945,6.0,6.0,6.0,6.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,6
AQU_2019-11-22_5_642,63.26055895034497,72.45147579699169,67.55814742225105,63.62674066551726,7.0,7.0,7.0,7.0,AQU_2019-11-22_5,AQU,800,D,GD ,CLM,0,3
AQU_2019-11-22_6_1978,63.22415671196884,67.20235460878288,67.00163010636535,51.22567670416014,1.0,1.0,1.0,1.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,0,4
AQU_2019-11-22_6_2197,63.02501904135886,67.52224334994303,67.37305829786109,60.12403977749677,2.0,2.0,2.0,2.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,0,2
AQU_2019-11-22_6_2370,63.998855492718874,66.6108826578161,66.65651939829857,60.921844562057245,3.0,3.0,3.0,3.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,1,1
AQU_2019-11-22_6_2371,63.89480636455765,66.96218049443141,65.58162562855941,58.18543176896572,4.0,4.0,4.0,4.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,0,3
AQU_2019-11-22_6_2372,63.22814338645719,66.8039965441761,63.073990589835645,54.94432623891204,5.0,5.0,5.0,5.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,0,5
AQU_2019-11-22_6_241,61.935773764887024,66.78409118057529,63.42633840687008,54.53502783450083,6.0,6.0,6.0,6.0,AQU_2019-11-22_6,AQU,900,D,GD ,MSW,0,6
AQU_2019-11-22_7_2373,63.403462562046016,71.38037509513919,65.95769982244616,59.569999915567536,1.0,1.0,1.0,1.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,0,6
AQU_2019-11-22_7_42,63.36237826757489,71.86243577698417,68.58073412139207,61.6318025118457,2.0,2.0,2.0,2.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,0,3
AQU_2019-11-22_7_479,62.663896675627214,71.81390997314809,67.63794139725621,60.858954403575254,3.0,3.0,3.0,3.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,0,5
AQU_2019-11-22_7_506,63.57586751703114,71.87764931176135,68.6756794252389,61.533316913546216,4.0,4.0,4.0,4.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,0,2
AQU_2019-11-22_7_591,62.28505221718567,71.54440069627196,67.20036653938688,61.790977377818294,5.0,5.0,5.0,5.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,0,4
AQU_2019-11-22_7_626,62.86726558266974,71.63930152901823,69.11255067069922,64.30382031927243,6.0,6.0,6.0,6.0,AQU_2019-11-22_7,AQU,700,D,GD ,STR,1,1
AQU_2019-11-22_8_1633,67.1295125611162,65.07068835170658,55.413893080593354,46.34284229126352,1.0,1.0,1.0,1.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,0,6
AQU_2019-11-22_8_2374,66.87741382941975,67.96966329667123,67.84674443503054,57.80460062339786,2.0,2.0,2.0,2.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,1,1
AQU_2019-11-22_8_2375,67.2288270219284,67.50015081703913,65.84999730421032,54.50977436530765,3.0,3.0,3.0,3.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,0,2
AQU_2019-11-22_8_2376,66.21445073235073,67.61726143353391,65.3864913660214,58.43110087842224,4.0,4.0,4.0,4.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,0,3
AQU_2019-11-22_8_2377,65.62906163832133,68.48105899668435,63.35481255341292,54.54313579579296,5.0,5.0,5.0,5.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,0,4
AQU_2019-11-22_8_2378,63.6464469944441,67.17807692887017,61.95010447228533,52.95407168673963,6.0,6.0,6.0,6.0,AQU_2019-11-22_8,AQU,650,D,GD ,MCL,0,5
AQU_2019-11-23_10_1668,64.50619432895036,70.25241015037713,68.09057115257303,56.46696887730206,1.0,1.0,1.0,1.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,1,1
AQU_2019-11-23_10_1669,64.28133246655659,69.01533596437088,66.43000519686365,59.518795885054395,2.0,2.0,2.0,2.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,3
AQU_2019-11-23_10_1670,63.437426816904306,68.85629790099168,65.99170609331914,62.54177327441041,3.0,3.0,3.0,3.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,5
AQU_2019-11-23_10_1672,63.80910603748193,70.65606598413551,66.94168075946872,58.50538125992835,4.0,4.0,4.0,4.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,2
AQU_2019-11-23_10_2428,63.011237057650895,71.64276456656805,67.05182238913079,58.77349343607892,5.0,5.0,5.0,5.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,4
AQU_2019-11-23_10_2429,64.93803283148118,69.2935796352858,65.79064227311967,52.26053675549183,6.0,6.0,6.0,6.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,6
AQU_2019-11-23_10_2430,63.07806897296468,68.93696533040678,65.46493889365483,59.216438834499826,7.0,7.0,7.0,7.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,7
AQU_2019-11-23_10_2431,61.49195571634062,69.50547043463789,65.94334136201974,57.4251688135968,8.0,8.0,8.0,8.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,8
AQU_2019-11-23_10_2432,64.03117341975694,69.66296858744094,64.15552974107923,55.706909564235644,9.0,9.0,9.0,9.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,9
AQU_2019-11-23_10_2433,64.16531298381615,67.68080500061788,61.91420103401989,49.56397084432177,10.0,10.0,10.0,10.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,10
AQU_2019-11-23_10_2434,61.673028184136804,69.78899344739054,64.86712054850209,45.68811596918242,11.0,11.0,11.0,11.0,AQU_2019-11-23_10,AQU,600,D,FT ,MCL,0,11
AQU_2019-11-23_1_1002,68.41900540088523,73.5693699409341,68.86769016227821,60.940276768783455,1.0,1.0,1.0,1.0,AQU_2019-11-23_1,AQU,600,D,FT ,CLM,1,1
AQU_2019-11-23_1_1165,66.93126331181877,72.9832555302134,68.72482188099931,63.76378069327837,2.0,2.0,2.0,2.0,AQU_2019-11-23_1,AQU,600,D,FT ,CLM,0,3
AQU_2019-11-23_1_1224,68.01754093876652,73.73344817780739,67.47938637066612,58.698628384993405,3.0,3.0,3.0,3.0,AQU_2019-11-23_1,AQU,600,D,FT ,CLM,0,5
AQU_2019-11-23_1_2379,68.13034590007835,73.36766646482369,69.43649170331393,63.53773957574433,4.0,4.0,4.0,4.0,AQU_2019-11-23_1,AQU,600,D,FT ,CLM,0,2
AQU_2019-11-23_1_2380,68.01366446283623,73.21240119451333,68.63730392767054,59.22414453041176,5.0,5.0,5.0,5.0,AQU_2019-11-23_1,AQU,600,D,FT ,CLM,0,4
