horse_pk,track_id,distance_id,course_type,track_condition,race_type,position_at_finish,win,speed_Q1,speed_Q2,speed_Q3,speed_Q4,pos_Q1,pos_Q2,pos_Q3,pos_Q4
AQU_2019-03-09_10_4,AQU,800,Dirt,FT ,STK,4,0,70.20168947708585,74.81172771574552,66.42570492445923,55.63253216834809,2.0,1.0,1.0,1.0
AQU_2019-03-09_10_5,AQU,800,Dirt,FT ,STK,1,1,66.14127028823286,74.1576741307654,68.23756718422159,56.76952114890601,7.0,7.0,7.0,2.0
AQU_2019-03-09_10_6,AQU,800,Dirt,FT ,STK,3,0,68.76903725044866,73.88446824086122,68.16658482118208,54.73492451439832,4.0,4.0,2.0,3.0
AQU_2019-03-09_10_7,AQU,800,Dirt,FT ,STK,8,0,68.89219178713404,74.05416360081317,62.29469403461428,36.633549491741284,6.0,3.0,5.0,8.0
AQU_2019-03-09_10_8,AQU,800,Dirt,FT ,STK,6,0,68.0319189315249,74.24255676923595,66.27347695892409,51.72371701531249,5.0,6.0,4.5,6.0
AQU_2019-03-09_11_1,AQU,800,Dirt,FT ,STK,9,0,67.86365287301246,71.851637631681,63.39103007315053,53.43098793817965,6.0,6.0,9.0,9.0
AQU_2019-03-09_11_10,AQU,800,Dirt,FT ,STK,4,0,71.85744359093965,72.65811507426969,67.37708909494137,60.506066954582145,1.0,1.0,1.0,3.0
AQU_2019-03-09_11_12,AQU,800,Dirt,FT ,STK,3,0,68.33453981633494,72.45744426084579,67.91713675191764,60.56696612499335,3.0,4.0,2.0,2.0
AQU_2019-03-09_11_2,AQU,800,Dirt,FT ,STK,1,1,67.39110706054751,72.65381733123048,68.03505881686482,61.150190346610785,9.0,7.0,4.0,1.0
AQU_2019-03-09_11_3,AQU,800,Dirt,FT ,STK,2,0,68.04952418948025,72.12068260502664,67.08532021614938,60.016822469169874,4.0,5.0,5.0,4.0
AQU_2019-03-09_11_4,AQU,800,Dirt,FT ,STK,6,0,67.76395174920884,71.98151905106279,65.62361442881993,56.71899050396707,5.0,8.0,7.0,7.0
AQU_2019-03-09_11_6,AQU,800,Dirt,FT ,STK,8,0,68.5933684735453,72.32173383633531,63.81480125430857,52.76462416712804,2.0,2.0,5.0,8.0
AQU_2019-03-09_11_7,AQU,800,Dirt,FT ,STK,5,0,68.28088396477209,72.58479047603545,66.52767954193142,58.49089487779005,7.0,3.0,3.0,5.0
AQU_2019-03-09_11_8,AQU,800,Dirt,FT ,STK,7,0,67.49771953457109,71.36569913934099,67.52668215072941,54.602608181962495,7.0,9.0,7.0,6.0
AQU_2019-03-09_1_1,AQU,600,Dirt,FT ,MSW,5,0,64.57545178956252,69.28237540972793,65.32941002922531,59.508594353142875,5.0,5.0,5.0,5.0
AQU_2019-03-09_1_3,AQU,600,Dirt,FT ,MSW,3,0,66.67511790736249,72.94373758654667,69.78890109318212,64.34096582777725,4.0,1.0,1.0,1.0
AQU_2019-03-09_1_4,AQU,600,Dirt,FT ,MSW,1,1,67.10441052313884,71.45544836209736,69.65872725329307,61.71926481451638,1.0,2.0,2.0,2.0
AQU_2019-03-09_1_5,AQU,600,Dirt,FT ,MSW,2,0,66.67675631068045,71.71358532784261,68.1270742035086,64.49972168509858,2.0,4.0,4.0,3.0
AQU_2019-03-09_1_6,AQU,600,Dirt,FT ,MSW,4,0,66.63074002981851,72.08793011801137,66.13241232829823,58.00713689598898,3.0,3.0,3.0,4.0
AQU_2019-03-09_1_7,AQU,600,Dirt,FT ,MSW,6,0,63.64843288357362,63.59986411781045,45.65414200924036,,6.0,6.0,6.0,
AQU_2019-03-09_2_1,AQU,800,Dirt,FT ,CLM,6,0,63.710202423903056,72.23569261888254,64.7340918314626,60.53901206477241,6.0,5.0,6.0,6.0
AQU_2019-03-09_2_2,AQU,800,Dirt,FT ,CLM,1,1,65.10139037516937,72.95769620335794,66.8902064051262,62.3278027400934,3.0,3.0,2.0,1.0
AQU_2019-03-09_2_3,AQU,800,Dirt,FT ,CLM,4,0,63.88652574869292,71.69118748855752,65.58991871499629,61.97847394210796,5.0,6.0,5.0,5.0
AQU_2019-03-09_2_4,AQU,800,Dirt,FT ,CLM,5,0,64.61894147618996,72.57273607483631,64.69214366470047,60.73643140478904,4.0,3.0,3.0,3.0
AQU_2019-03-09_2_5,AQU,800,Dirt,FT ,CLM,3,0,64.60548128353838,72.388886828787,64.46187804747856,61.27448557514168,2.0,3.0,4.0,4.0
AQU_2019-03-09_2_6,AQU,800,Dirt,FT ,CLM,2,0,65.17711310207044,73.01546925007933,66.42053932741943,58.86139601300084,1.0,1.0,1.0,2.0
AQU_2019-03-09_3_1,AQU,600,Dirt,FT ,MCL,3,0,66.62234146429776,72.22593405197411,65.65987598822578,55.3771628053731,4.0,5.0,4.0,4.0
AQU_2019-03-09_3_2,AQU,600,Dirt,FT ,MCL,6,0,67.4489253061686,72.4364228103984,63.308394414451705,54.07666410152917,1.0,1.0,3.0,7.0
AQU_2019-03-09_3_3,AQU,600,Dirt,FT ,MCL,1,1,67.14325965304526,72.81297110938586,66.64987654391396,57.660370921901226,3.0,3.0,1.0,1.0
AQU_2019-03-09_3_4,AQU,600,Dirt,FT ,MCL,2,0,67.01543719202151,73.02978949077934,65.42840531010036,57.374739535496076,5.0,2.0,2.0,2.0
AQU_2019-03-09_3_5,AQU,600,Dirt,FT ,MCL,7,0,66.97723247178834,70.93176103623503,63.18275711360785,57.58784833876316,2.0,4.0,7.0,6.0
AQU_2019-03-09_3_6,AQU,600,Dirt,FT ,MCL,4,0,65.60463345668518,73.10857532312487,65.59195008455214,60.13695207337644,7.0,7.0,5.0,3.0
AQU_2019-03-09_3_7,AQU,600,Dirt,FT ,MCL,5,0,64.48322878531846,71.83325993620907,65.4531944443477,59.95978369366159,8.0,8.0,8.0,5.0
AQU_2019-03-09_3_8,AQU,600,Dirt,FT ,MCL,8,0,65.6450698580014,72.02051503135314,63.20471445482637,54.328786526315874,6.0,6.0,6.0,8.0
AQU_2019-03-09_4_1,AQU,900,Dirt,FT ,STR,1,1,61.36166789987045,69.51646203704784,68.08238643673161,64.06643210830914,1.0,2.0,3.0,3.0
AQU_2019-03-09_4_2,AQU,900,Dirt,FT ,STR,2,0,60.43569114141705,69.78506540172592,68.0818283465443,64.23966370816066,4.0,4.0,4.0,4.0
AQU_2019-03-09_4_3,AQU,900,Dirt,FT ,STR,4,0,61.18195559720371,69.7597429500524,68.7926204465659,62.46377579415072,3.0,3.0,2.0,2.0
AQU_2019-03-09_4_4,AQU,900,Dirt,FT ,STR,3,0,61.696542009581925,69.47713942927443,68.88214682847097,63.1851833290235,2.0,1.0,1.0,1.0
AQU_2019-03-09_4_5,AQU,900,Dirt,FT ,STR,5,0,59.74907071067198,68.91352647901215,69.6562231289939,63.60146876365851,5.0,5.0,5.0,5.0
AQU_2019-03-09_5_1,AQU,800,Dirt,FT ,ALW,5,0,69.59557356581823,71.77063087630046,66.96377640852741,55.9211945741201,1.0,1.0,4.0,5.0
AQU_2019-03-09_5_2,AQU,800,Dirt,FT ,ALW,1,1,69.42087532827303,72.17253141866391,67.96743918073727,59.07579405291175,2.0,2.0,1.0,2.0
AQU_2019-03-09_5_3,AQU,800,Dirt,FT ,ALW,7,0,68.72705555830838,71.57943099269615,64.84605161106812,54.42250355779597,3.0,5.0,8.0,7.0
AQU_2019-03-09_5_4,AQU,800,Dirt,FT ,ALW,3,0,68.6134873292696,72.49501198034396,68.01535153994912,54.79017718091034,4.0,4.0,3.0,4.0
AQU_2019-03-09_5_5,AQU,800,Dirt,FT ,ALW,8,0,68.3631635686492,72.26544532349335,65.03606850346262,51.923324576718855,9.0,6.0,7.0,8.0
AQU_2019-03-09_5_6,AQU,800,Dirt,FT ,ALW,2,0,68.43272130460007,72.95058308023043,68.48275861551042,56.96733416197849,5.0,4.0,2.0,2.0
AQU_2019-03-09_5_7,AQU,800,Dirt,FT ,ALW,6,0,68.02891975728647,72.69188734799515,66.9435544854323,55.18251037009762,8.0,7.0,5.0,6.0
AQU_2019-03-09_5_8,AQU,800,Dirt,FT ,ALW,4,0,68.01746189598798,72.51959928957484,68.20881290920217,59.92419349389757,6.0,8.0,6.0,3.0
AQU_2019-03-09_5_9,AQU,800,Dirt,FT ,ALW,9,0,67.85668941183347,71.29548373356243,63.995376479790735,44.348292860244804,7.0,9.0,9.0,9.0
AQU_2019-03-09_6_10,AQU,650,Dirt,FT ,CLM,3,0,64.77588849456814,72.79302630087557,65.54635021470628,58.14023171065724,5.0,4.0,4.0,4.0
AQU_2019-03-09_6_11,AQU,650,Dirt,FT ,CLM,4,0,64.38583823135278,73.01955725379247,65.5958455245358,59.16174244617258,6.0,6.0,5.0,3.0
AQU_2019-03-09_6_2,AQU,650,Dirt,FT ,CLM,9,0,63.35545675073206,71.6294067791528,65.66024347940498,54.57118091304666,10.0,10.0,10.0,9.0
AQU_2019-03-09_6_3,AQU,650,Dirt,FT ,CLM,7,0,64.66275508923921,72.78575962106649,64.51805841714877,56.17590981603675,7.0,5.0,6.0,7.0
AQU_2019-03-09_6_4,AQU,650,Dirt,FT ,CLM,1,1,65.6229080299025,72.76785468467659,67.72330303985032,58.81764752070094,3.0,2.0,1.0,1.0
AQU_2019-03-09_6_5,AQU,650,Dirt,FT ,CLM,5,0,64.11843121977758,71.68408238801507,65.21041735548046,59.24018142528701,8.0,8.0,9.0,6.0
AQU_2019-03-09_6_6,AQU,650,Dirt,FT ,CLM,8,0,65.95360349518654,72.59374832189881,64.80230866677776,53.31128160460946,1.0,1.0,2.0,8.0
AQU_2019-03-09_6_7,AQU,650,Dirt,FT ,CLM,10,0,64.83064411837934,71.48191602254774,63.77879012950666,51.68020232488615,3.0,7.0,8.0,10.0
AQU_2019-03-09_6_8,AQU,650,Dirt,FT ,CLM,2,0,64.0263000137058,72.02143532416858,66.31098733571606,59.02467801326475,7.0,9.0,7.0,3.0
AQU_2019-03-09_6_9,AQU,650,Dirt,FT ,CLM,6,0,65.52826389826707,72.91750807351222,64.4820141269747,56.29152643505976,4.0,3.0,3.0,5.0
AQU_2019-03-09_7_1,AQU,650,Dirt,FT ,CLM,3,0,66.28568281310726,73.54446856780369,65.48171695697134,57.74229769709088,6.0,7.0,6.0,4.0
AQU_2019-03-09_7_10,AQU,650,Dirt,FT ,CLM,5,0,67.909830498763,72.19556415426558,65.58512363724996,56.34884857496862,1.0,1.0,4.0,5.0
AQU_2019-03-09_7_3,AQU,650,Dirt,FT ,CLM,7,0,64.95139575194295,71.93144591241612,64.93026381057025,55.046614947508075,9.0,9.0,9.0,7.0
AQU_2019-03-09_7_4,AQU,650,Dirt,FT ,CLM,9,0,67.01736174250922,71.57514358979861,62.208924145196185,51.25823935686762,3.0,6.0,8.0,9.0
AQU_2019-03-09_7_5,AQU,650,Dirt,FT ,CLM,8,0,67.09722309036218,72.1040369478866,62.99651236120789,55.32729632922336,7.0,4.0,7.0,8.0
AQU_2019-03-09_7_6,AQU,650,Dirt,FT ,CLM,6,0,66.49234146051771,73.24420734573954,65.35947850884014,54.285518236784675,6.0,5.0,5.0,6.0
AQU_2019-03-09_7_7,AQU,650,Dirt,FT ,CLM,1,1,66.11544501142171,73.48571078921219,67.43991814678158,58.12697097426941,8.0,7.5,3.0,1.0
AQU_2019-03-09_7_8,AQU,650,Dirt,FT ,CLM,2,0,67.49382408535044,72.97949743709897,66.31275420035395,57.56505538834604,2.0,2.0,1.0,2.0
AQU_2019-03-09_7_9,AQU,650,Dirt,FT ,CLM,4,0,67.05236746537348,73.09427211829266,66.29348877564726,57.29281003861667,5.0,3.0,2.0,3.0
AQU_2019-03-09_8_1,AQU,600,Dirt,FT ,STK,2,0,64.07842616095773,77.81201802146394,70.86152766120786,63.32270700612723,7.0,7.0,7.0,5.0
AQU_2019-03-09_8_2,AQU,600,Dirt,FT ,STK,1,1,64.24328035184742,78.87760320157717,73.00599097904903,67.68884391525543,6.0,6.0,3.0,1.0
AQU_2019-03-09_8_3,AQU,600,Dirt,FT ,STK,4,0,67.5203815032489,76.08070587047793,69.08742230564715,61.69336255235934,1.0,1.0,4.0,6.0
AQU_2019-03-09_8_4,AQU,600,Dirt,FT ,STK,5,0,67.2949098464612,76.23829483914268,69.80909229491817,60.95670867756755,2.0,2.0,3.0,5.0
AQU_2019-03-09_8_5,AQU,600,Dirt,FT ,STK,3,0,67.02207194485806,76.97026560491143,70.8978910158685,62.17843325093639,3.0,3.0,1.0,2.0
AQU_2019-03-09_8_6,AQU,600,Dirt,FT ,STK,6,0,64.74468313293038,77.82246370603042,71.4411935280747,63.51111807114949,5.0,5.0,6.0,3.0
AQU_2019-03-09_8_7,AQU,600,Dirt,FT ,STK,7,0,65.75688620490445,76.90303943562958,71.31142688693075,60.14158350424326,4.0,4.0,5.0,4.0
AQU_2019-03-09_9_1,AQU,800,Dirt,FT ,STK,7,0,67.42256211062372,73.94909634057325,68.1301078809409,59.37731350725709,4.0,5.0,7.0,8.0
AQU_2019-03-09_9_2,AQU,800,Dirt,FT ,STK,4,0,67.39534086902736,73.94952088865558,69.7171015535598,60.05412372547963,6.0,6.0,6.0,4.0
AQU_2019-03-09_9_3,AQU,800,Dirt,FT ,STK,5,0,68.1009268244088,74.19656008064288,68.01822549371202,59.52045227360082,2.0,2.0,4.0,6.0
AQU_2019-03-09_9_4,AQU,800,Dirt,FT ,STK,6,0,67.85832149654168,74.22917795819593,68.9789904172786,58.9299221235405,3.0,3.0,3.0,5.0
AQU_2019-03-09_9_5,AQU,800,Dirt,FT ,STK,2,0,67.25026422876506,74.44656592966102,71.1366509765413,62.948515295537476,6.0,7.0,2.0,1.0
AQU_2019-03-09_9_6,AQU,800,Dirt,FT ,STK,8,0,71.36620389878,74.30652228312624,67.51434323103024,59.78379110432314,1.0,1.0,4.0,7.0
AQU_2019-03-09_9_7,AQU,800,Dirt,FT ,STK,3,0,70.154955337845,74.13794417803561,69.07191097860772,61.89676038467233,8.0,8.0,7.0,3.0
AQU_2019-03-09_9_8,AQU,800,Dirt,FT ,STK,1,1,67.72126171404886,74.3539171856112,70.32321100000989,63.15365263971448,5.0,4.0,2.0,2.0
AQU_2019-03-10_1_1,AQU,800,Dirt,SY ,MCL,4,0,61.49259067914713,66.2447521894777,62.85213228656499,58.90508304622808,2.0,2.0,4.0,4.0
AQU_2019-03-10_1_2,AQU,800,Dirt,SY ,MCL,1,1,61.55351447913621,66.71079630899973,64.96898209373643,61.33100697941694,1.0,1.0,1.0,1.0
AQU_2019-03-10_1_3,AQU,800,Dirt,SY ,MCL,2,0,60.95355722949623,66.87841354118189,65.05660381444392,60.98247367960221,3.0,3.0,2.0,2.0
AQU_2019-03-10_1_4,AQU,800,Dirt,SY ,MCL,5,0,60.73360797171121,67.31116483667441,60.307177237745364,52.89347862962904,4.0,4.0,5.0,5.0
AQU_2019-03-10_1_6,AQU,800,Dirt,SY ,MCL,3,0,60.57717734602782,66.9362555701378,64.7037845798148,61.9993774885973,4.0,5.0,3.0,3.0
AQU_2019-03-10_2_1,AQU,800,Dirt,SY ,CLM,4,0,65.34748795663059,68.4521574025971,63.23992897519586,54.52942848832873,4.0,5.0,5.0,4.0
AQU_2019-03-10_2_2,AQU,800,Dirt,SY ,CLM,1,1,66.56779031950929,68.66207640979269,64.32975150225144,59.151243487453655,3.0,3.0,2.0,1.0
AQU_2019-03-10_2_4,AQU,800,Dirt,SY ,CLM,3,0,65.12768365384453,69.53501873435289,63.249555779687675,55.881831317419845,5.0,4.0,4.0,3.0
AQU_2019-03-10_2_6,AQU,800,Dirt,SY ,CLM,2,0,67.08147101895739,68.50694301748929,63.94995596434247,59.27149645718743,2.0,2.0,1.0,2.0
AQU_2019-03-10_2_7,AQU,800,Dirt,SY ,CLM,5,0,67.33549742023268,68.54438114466649,60.91149153681548,53.16590043471254,1.0,1.0,3.0,5.0
AQU_2019-03-10_3_1,AQU,700,Dirt,SY ,AOC,2,0,65.39127442008648,70.76531579764445,65.86035376068583,59.26304495430428,1.0,1.0,2.0,2.0
AQU_2019-03-10_3_2,AQU,700,Dirt,SY ,AOC,3,0,65.4077869844807,69.92588416935389,64.71627678466513,57.4373518770732,2.0,2.0,3.0,3.0
AQU_2019-03-10_3_4,AQU,700,Dirt,SY ,AOC,4,0,65.1214000187048,70.14458698416595,62.37721862774374,58.02217049448068,3.0,3.0,4.0,4.0
AQU_2019-03-10_3_5,AQU,700,Dirt,SY ,AOC,1,1,64.75868376318897,70.94062626775147,67.3505421850209,60.900559282631285,4.0,4.0,1.0,1.0
AQU_2019-03-10_4_1,AQU,800,Dirt,SY ,CLM,7,0,65.6482362902464,67.9805563200783,62.21509058043112,52.35549964370937,9.0,9.0,8.0,7.0
AQU_2019-03-10_4_1A,AQU,800,Dirt,SY ,CLM,9,0,67.4962821952404,67.32261624780377,59.91715945942249,47.40608340616522,1.0,2.0,7.0,9.0
AQU_2019-03-10_4_2,AQU,800,Dirt,SY ,CLM,2,0,66.55645360430081,68.77928799414389,63.58403358549601,59.59937756239038,8.0,4.0,3.0,3.0
AQU_2019-03-10_4_4,AQU,800,Dirt,SY ,CLM,4,0,67.10198902201508,67.2892214193956,62.859113438306025,57.369322110742765,5.0,5.0,6.0,4.0
AQU_2019-03-10_4_5,AQU,800,Dirt,SY ,CLM,8,0,67.29709529004114,67.04563991549139,59.74057546421345,47.96011154413831,3.0,3.0,9.0,8.0
AQU_2019-03-10_4_6,AQU,800,Dirt,SY ,CLM,1,1,66.96743957131932,68.1112372208801,65.48238448647452,59.33947727266495,6.0,5.0,1.0,1.0
AQU_2019-03-10_4_7,AQU,800,Dirt,SY ,CLM,3,0,67.43935860787536,67.97887491429037,64.31931156980457,57.20460679585385,2.0,1.0,2.0,2.0
AQU_2019-03-10_4_8,AQU,800,Dirt,SY ,CLM,5,0,66.36608818826852,68.07512206648673,63.33627355208765,54.87971695527946,7.0,8.0,4.0,5.0
AQU_2019-03-10_4_9,AQU,800,Dirt,SY ,CLM,6,0,67.17072949156322,67.26451627347268,62.27610741698587,56.47525396011302,4.0,6.0,5.0,6.0
AQU_2019-03-10_5_1,AQU,600,Dirt,SY ,WCL,1,1,63.961529583253075,71.84201277486038,67.12851801683605,59.799825236446075,5.0,5.0,4.0,1.0
AQU_2019-03-10_5_2,AQU,600,Dirt,SY ,WCL,5,0,63.09634563155967,71.65308836984376,63.49979771407694,55.018419739904225,6.0,6.0,6.0,5.0
AQU_2019-03-10_5_3,AQU,600,Dirt,SY ,WCL,2,0,65.60970671294986,71.65017343010703,65.43354036599608,58.830334374777365,1.0,1.0,1.0,3.0
AQU_2019-03-10_5_5,AQU,600,Dirt,SY ,WCL,3,0,64.92936759072431,71.44275868818505,66.39618946556239,58.780148494702104,3.0,3.0,2.0,2.0
AQU_2019-03-10_5_6,AQU,600,Dirt,SY ,WCL,6,0,65.2063217770127,69.98864265285904,62.03310984873709,53.527685166547506,4.0,4.0,5.0,6.0
AQU_2019-03-10_5_7,AQU,600,Dirt,SY ,WCL,4,0,65.04688957168007,71.61994778653808,64.14053887583741,58.312605050067084,2.0,2.0,3.0,4.0
AQU_2019-03-10_6_1,AQU,800,Dirt,SY ,MSW,3,0,67.07870673302558,69.45831465886184,66.79987854876467,61.937672468277476,7.0,7.0,6.0,4.0
AQU_2019-03-10_6_2,AQU,800,Dirt,SY ,MSW,8,0,68.099796087698,69.7186437463943,62.218312742929875,52.39173900549196,6.0,4.0,8.0,8.0
AQU_2019-03-10_6_3,AQU,800,Dirt,SY ,MSW,7,0,68.10679209937027,68.94400299962153,64.89466394795026,58.22638788729948,3.0,6.0,6.0,7.0
AQU_2019-03-10_6_4,AQU,800,Dirt,SY ,MSW,1,1,69.57992054790431,70.55184193075578,66.06261498699254,60.000440942448144,2.0,2.0,2.0,2.0
AQU_2019-03-10_6_5,AQU,800,Dirt,SY ,MSW,4,0,68.43342670489123,70.27339423374914,65.88732350843782,61.24908801946906,4.0,3.0,3.0,3.0
AQU_2019-03-10_6_6,AQU,800,Dirt,SY ,MSW,5,0,66.71788131305733,69.9655188601598,65.26222997004038,61.3271786686913,8.0,8.0,7.0,5.0
AQU_2019-03-10_6_7,AQU,800,Dirt,SY ,MSW,2,0,72.62752328061545,70.63087562684893,65.6254108326235,60.23626009663173,1.0,1.0,1.0,1.0
AQU_2019-03-10_6_9,AQU,800,Dirt,SY ,MSW,6,0,68.08347054711933,70.40966106305025,65.09520744989354,57.89957437070842,5.0,5.0,4.0,6.0
AQU_2019-03-10_7_2,AQU,700,Dirt,SY ,ALW,5,0,64.70405751288757,72.12655167106149,67.73886923153985,56.74678709250082,6.0,6.0,6.0,6.0
AQU_2019-03-10_7_3,AQU,700,Dirt,SY ,ALW,2,0,64.78856840599643,72.49826846516049,69.37708659289531,64.29078192851165,4.0,5.0,5.0,1.0
AQU_2019-03-10_7_4,AQU,700,Dirt,SY ,ALW,6,0,63.26210122630045,73.43765407272873,68.51735489862861,57.988896568330304,7.0,7.0,6.0,5.0
AQU_2019-03-10_7_5,AQU,700,Dirt,SY ,ALW,3,0,67.54499842906618,72.40724193763943,66.0719324652855,58.04945551057703,2.0,1.0,2.0,4.0
AQU_2019-03-10_7_6,AQU,700,Dirt,SY ,ALW,7,0,67.43047217851958,72.07012801511742,63.89922387134958,55.39058628654716,1.0,2.0,4.0,7.0
AQU_2019-03-10_7_7,AQU,700,Dirt,SY ,ALW,1,1,65.39154022036088,72.5819877597274,67.33793415499701,63.632043162097915,5.0,4.0,4.0,2.0
AQU_2019-03-10_7_8,AQU,700,Dirt,SY ,ALW,4,0,66.52462370394738,72.63332065460808,68.14903120946771,57.92766137616624,3.0,3.0,1.0,3.0
AQU_2019-03-10_8_2,AQU,800,Dirt,SY ,STK,3,0,67.01345942871544,70.65214049836933,66.68593031711433,62.020025939110575,3.0,4.0,4.0,4.0
AQU_2019-03-10_8_3,AQU,800,Dirt,SY ,STK,1,1,67.84177492689463,70.74074150793983,68.65463251135759,62.891084221629036,2.0,1.0,2.0,2.0
AQU_2019-03-10_8_4,AQU,800,Dirt,SY ,STK,5,0,67.5421733945453,70.81121067839062,67.36396956814468,57.7048869418891,1.0,2.0,3.0,5.0
AQU_2019-03-10_8_5,AQU,800,Dirt,SY ,STK,4,0,66.83736275871756,70.81683814862967,66.83837463255978,62.25079411651955,5.0,5.0,5.0,3.0
AQU_2019-03-10_8_6,AQU,800,Dirt,SY ,STK,6,0,65.64269451734751,70.35929529158322,66.6270050777163,57.70014723880305,6.0,6.0,6.0,6.0
AQU_2019-03-10_8_7,AQU,800,Dirt,SY ,STK,2,0,67.12809927447962,71.34243417050999,69.98485672409032,60.11720417404697,4.0,3.0,1.0,1.0
AQU_2019-03-10_9_1,AQU,900,Dirt,SY ,CLM,5,0,64.32467455999326,67.59420300100406,62.69985107948893,56.49333607912828,3.0,5.0,7.0,6.0
AQU_2019-03-10_9_2,AQU,900,Dirt,SY ,CLM,1,1,65.32771124860595,67.68185072170913,63.9999855485937,59.24301769170177,1.0,1.0,3.0,2.0
AQU_2019-03-10_9_3,AQU,900,Dirt,SY ,CLM,8,0,65.16691342449117,67.74044484511067,62.41746543506903,54.420087710172545,2.0,3.0,4.0,7.0
AQU_2019-03-10_9_4,AQU,900,Dirt,SY ,CLM,3,0,64.61270406385299,67.51434231699372,62.78372905549168,57.888540596118915,4.0,4.0,6.0,5.0
AQU_2019-03-10_9_5,AQU,900,Dirt,SY ,CLM,4,0,63.86441419069078,68.29607279881952,65.5584814893533,56.648639821226666,6.0,7.0,2.0,3.0
AQU_2019-03-10_9_6,AQU,900,Dirt,SY ,CLM,9,0,63.67204202387949,67.99180809396415,61.80093104039363,52.74631421387904,8.0,8.0,8.0,9.0
AQU_2019-03-10_9_7,AQU,900,Dirt,SY ,CLM,6,0,63.8870441692813,67.84787476322215,63.55772249368038,55.12632208717009,8.0,6.0,5.0,4.0
AQU_2019-03-10_9_8,AQU,900,Dirt,SY ,CLM,7,0,62.98037658760821,65.85417119994004,63.65035914506013,56.02547386527443,7.0,9.0,9.0,8.0
AQU_2019-03-10_9_9,AQU,900,Dirt,SY ,CLM,2,0,65.02387109769768,68.18458216825073,64.61764621606123,58.957988412493826,5.0,2.0,1.0,1.0
AQU_2019-03-15_1_1,AQU,800,Dirt,FT ,MCL,5,0,64.37195839568105,69.09592645756211,62.995378604279445,54.266381405188184,2.0,3.0,3.0,5.0
AQU_2019-03-15_1_2,AQU,800,Dirt,FT ,MCL,7,0,61.616009569412306,70.27642611415955,62.838679991479445,56.264851137506604,8.0,5.0,4.0,6.0
AQU_2019-03-15_1_3,AQU,800,Dirt,FT ,MCL,2,0,61.88885886224864,68.58267362124295,64.97005744815068,59.953038100632604,5.0,7.0,7.0,2.0
AQU_2019-03-15_1_4,AQU,800,Dirt,FT ,MCL,1,1,64.39048944000369,69.70278154066388,64.44162909523303,58.21072223985857,3.0,2.0,1.0,1.0
AQU_2019-03-15_1_5,AQU,800,Dirt,FT ,MCL,3,0,61.74622823881913,69.71154280312649,63.89279760938783,58.970549461833336,6.0,6.0,6.0,3.0
AQU_2019-03-15_1_6,AQU,800,Dirt,FT ,MCL,6,0,62.786774114050225,69.08953663134008,62.68489258040274,56.27421555269579,4.0,4.0,5.0,7.0
AQU_2019-03-15_1_7,AQU,800,Dirt,FT ,MCL,8,0,61.41808596605548,69.17943915065666,63.299635513889136,57.018183858686385,7.0,8.0,8.0,8.0
AQU_2019-03-15_1_8,AQU,800,Dirt,FT ,MCL,4,0,64.79608355488158,69.42680934834873,62.256108271527545,55.904257561345204,1.0,1.0,2.0,4.0
AQU_2019-03-15_2_1,AQU,900,Dirt,FT ,ALW,2,0,64.98970009618617,70.24063848217246,65.31523913225854,58.37273844594773,2.0,2.0,2.0,2.0
AQU_2019-03-15_2_2,AQU,900,Dirt,FT ,ALW,5,0,64.09526522490872,69.14394001829373,63.62185699295775,49.35046407957394,4.0,4.0,4.0,5.0
AQU_2019-03-15_2_3,AQU,900,Dirt,FT ,ALW,1,1,64.73904225340189,70.03148385279488,67.48510095701387,57.6888383450305,3.0,3.0,1.0,1.0
AQU_2019-03-15_2_4,AQU,900,Dirt,FT ,ALW,4,0,65.87649654849518,69.75792060248263,62.70511876186891,52.169319402162955,1.0,1.0,3.0,4.0
AQU_2019-03-15_2_5,AQU,900,Dirt,FT ,ALW,3,0,63.89994281321126,68.65230659808324,66.15778117443696,59.64298273729725,5.0,5.0,5.0,3.0
AQU_2019-03-15_3_1,AQU,600,Dirt,FT ,MSW,3,0,64.1865376628618,72.79706967084985,66.7725299592896,58.12445949085769,3.5,5.0,5.0,4.0
AQU_2019-03-15_3_2,AQU,600,Dirt,FT ,MSW,3,0,64.56702470244358,73.16914250541271,66.42068275069228,57.75824096537536,5.0,3.0,4.0,4.0
AQU_2019-03-15_3_3,AQU,600,Dirt,FT ,MSW,5,0,65.39731337528772,73.81912098435967,66.83186324736216,55.54127730995579,1.0,1.0,2.0,3.0
AQU_2019-03-15_3_4,AQU,600,Dirt,FT ,MSW,2,0,64.20248962063587,74.45904165804605,67.68237079903874,58.00272274435358,4.0,4.0,3.0,1.0
AQU_2019-03-15_3_5,AQU,600,Dirt,FT ,MSW,7,0,63.808061878616904,73.01225870329922,65.87367520989096,55.72901823410445,6.0,6.0,6.0,7.0
AQU_2019-03-15_3_6,AQU,600,Dirt,FT ,MSW,1,1,64.97040066949992,74.272579504303,67.84570680722982,56.86817651455808,2.0,2.0,1.0,2.0
AQU_2019-03-15_3_7,AQU,600,Dirt,FT ,MSW,8,0,61.972859811841694,71.12695677085524,64.67148033863056,56.86377183954382,8.0,8.0,8.0,8.0
AQU_2019-03-15_3_8,AQU,600,Dirt,FT ,MSW,6,0,63.446319599168774,72.92546383661504,66.348862922942,58.4701982980673,7.0,7.0,7.0,6.0
