,track_id,race_date,race,program_number,horse_id,finishing_place
2185,AQU,2019-03-16,3,6,748,6
2186,AQU,2019-03-16,4,3,947,1
2187,AQU,2019-03-16,4,6,1011,2
2188,AQU,2019-03-16,4,4,113,3
2189,AQU,2019-03-16,4,7,938,4
2190,AQU,2019-03-16,4,1,1012,5
2191,AQU,2019-03-16,4,2,1170,6
2192,AQU,2019-03-16,5,7,921,1
2193,AQU,2019-03-16,5,5,334,2
2194,AQU,2019-03-16,5,8,1171,3
2195,AQU,2019-03-16,5,3,905,4
2196,AQU,2019-03-16,5,4,784,5
2197,AQU,2019-03-16,5,1,557,6
2198,AQU,2019-03-16,5,2,1029,7
2199,AQU,2019-03-16,6,2,408,1
2200,AQU,2019-03-16,6,4,175,2
2201,AQU,2019-03-16,6,3,1031,3
2202,AQU,2019-03-16,6,5,434,4
2203,AQU,2019-03-16,6,6,806,5
2204,AQU,2019-03-16,6,1,414,6
2205,AQU,2019-03-16,6,8,1172,7
2206,AQU,2019-03-16,6,7,415,8
2207,AQU,2019-03-16,7,7,447,1
2208,AQU,2019-03-16,7,8,150,2
2209,AQU,2019-03-16,7,5,196,3
2210,AQU,2019-03-16,7,3,1173,4
2211,AQU,2019-03-16,7,1,981,5
2212,AQU,2019-03-16,7,4,1174,6
2213,AQU,2019-03-16,7,2,983,7
2214,AQU,2019-03-16,8,7,145,1
2215,AQU,2019-03-16,8,2,431,2
2216,AQU,2019-03-16,8,8,448,3
2217,AQU,2019-03-16,8,3,427,4
2218,AQU,2019-03-16,8,6,881,5
2219,AQU,2019-03-16,8,1,1175,6
2220,AQU,2019-03-16,8,5,988,7
2221,AQU,2019-03-16,9,1,182,1
2222,AQU,2019-03-16,9,3,266,2
2223,AQU,2019-03-16,9,2,435,3
2224,AQU,2019-03-16,9,4,957,4
2225,AQU,2019-03-16,9,9,808,5
2226,AQU,2019-03-16,9,8,1035,6
2227,AQU,2019-03-17,1,1,123,1
2228,AQU,2019-03-17,1,3,460,2
2229,AQU,2019-03-17,1,4,120,3
2230,AQU,2019-03-17,1,5,472,4
2231,AQU,2019-03-17,1,2,866,5
2232,AQU,2019-03-17,2,2,975,1
2233,AQU,2019-03-17,2,8,855,2
2234,AQU,2019-03-17,2,9,1016,3
2235,AQU,2019-03-17,2,1,1176,4
2236,AQU,2019-03-17,2,5,753,5
2237,AQU,2019-03-17,2,7,241,6
2238,AQU,2019-03-17,2,4,374,7
2239,AQU,2019-03-17,2,6,456,8
2240,AQU,2019-03-17,2,3,752,9
2241,AQU,2019-03-17,3,6,192,1
2242,AQU,2019-03-17,3,3,863,2
2243,AQU,2019-03-17,3,4,1177,3
2244,AQU,2019-03-17,3,5,425,4
2245,AQU,2019-03-17,4,8,765,1
2246,AQU,2019-03-17,4,6,1178,2
2247,AQU,2019-03-17,4,7,1179,3
2248,AQU,2019-03-17,4,2,1050,4
2249,AQU,2019-03-17,4,4,1180,5
2250,AQU,2019-03-17,4,1,767,6
2251,AQU,2019-03-17,4,5,1049,7
2252,AQU,2019-03-17,4,3,1053,8
2253,AQU,2019-03-17,5,3,549,1
2254,AQU,2019-03-17,5,5,228,2
2255,AQU,2019-03-17,5,2,505,3
2256,AQU,2019-03-17,5,1,131,4
2257,AQU,2019-03-17,5,6,550,5
2258,AQU,2019-03-17,5,4,601,6
2259,AQU,2019-03-17,6,8,1181,1
2260,AQU,2019-03-17,6,3,745,2
2261,AQU,2019-03-17,6,10,857,3
2262,AQU,2019-03-17,6,4,1182,4
2263,AQU,2019-03-17,6,1,746,5
2264,AQU,2019-03-17,6,7,978,6
2265,AQU,2019-03-17,6,6,239,7
2266,AQU,2019-03-17,6,9,990,8
2267,AQU,2019-03-17,6,5,1183,9
2268,AQU,2019-03-17,7,8,347,1
2269,AQU,2019-03-17,7,7,341,2
2270,AQU,2019-03-17,7,5,409,3
2271,AQU,2019-03-17,7,3,501,4
2272,AQU,2019-03-17,7,2,1184,5
2273,AQU,2019-03-17,7,6,343,6
2274,AQU,2019-03-17,7,4,1185,7
2275,AQU,2019-03-17,8,6,368,1
2276,AQU,2019-03-17,8,9,1084,2
2277,AQU,2019-03-17,8,7,1005,3
2278,AQU,2019-03-17,8,5,294,4
2279,AQU,2019-03-17,8,8,713,5
2280,AQU,2019-03-17,8,1,221,6
2281,AQU,2019-03-17,8,3,1045,7
2282,AQU,2019-03-17,8,4,714,8
2283,AQU,2019-03-17,9,9,335,1
2284,AQU,2019-03-17,9,7,833,2
2285,AQU,2019-03-17,9,13,316,3
2286,AQU,2019-03-17,9,3,333,4
2287,AQU,2019-03-17,9,11,1110,5
2288,AQU,2019-03-17,9,5,471,6
2289,AQU,2019-03-17,9,12,1186,7
2290,AQU,2019-03-17,9,2,1038,8
2291,AQU,2019-03-17,9,8,1187,9
2292,AQU,2019-03-17,9,1,1188,10
2293,AQU,2019-03-17,9,4,469,11
2294,AQU,2019-03-22,1,4,523,1
2295,AQU,2019-03-22,1,1,525,2
2296,AQU,2019-03-22,1,5,1085,3
2297,AQU,2019-03-22,1,3,850,4
2298,AQU,2019-03-22,2,3,1189,1
2299,AQU,2019-03-22,2,4,1190,2
2300,AQU,2019-03-22,2,1,1191,3
2301,AQU,2019-03-22,2,6,540,4
2302,AQU,2019-03-22,2,2,1192,5
2303,AQU,2019-03-22,3,4,91,1
2304,AQU,2019-03-22,3,2,463,2
2305,AQU,2019-03-22,3,6,925,3
2306,AQU,2019-03-22,3,3,1056,4
2307,AQU,2019-03-22,3,5,498,5
2308,AQU,2019-03-22,4,4,1193,1
2309,AQU,2019-03-22,4,3,1014,2
2310,AQU,2019-03-22,4,7,898,3
2311,AQU,2019-03-22,4,1,935,4
2312,AQU,2019-03-22,4,8,1194,5
2313,AQU,2019-03-22,5,4,1018,1
2314,AQU,2019-03-22,5,6,89,2
2315,AQU,2019-03-22,5,2,342,3
2316,AQU,2019-03-22,5,5,499,4
2317,AQU,2019-03-22,5,1,178,5
2318,AQU,2019-03-22,5,3,704,6
2319,AQU,2019-03-22,6,8,1195,1
2320,AQU,2019-03-22,6,2,780,2
2321,AQU,2019-03-22,6,5,13,3
2322,AQU,2019-03-22,6,4,1196,4
2323,AQU,2019-03-22,6,7,126,5
2324,AQU,2019-03-22,6,3,1027,6
2325,AQU,2019-03-22,6,1,1028,7
2326,AQU,2019-03-22,6,6,835,8
2327,AQU,2019-03-22,7,5,1197,1
2328,AQU,2019-03-22,7,3,5,2
2329,AQU,2019-03-22,7,2,300,3
2330,AQU,2019-03-22,7,1,373,4
2331,AQU,2019-03-22,7,7,1198,5
2332,AQU,2019-03-22,7,4,397,6
2333,AQU,2019-03-22,8,6,630,1
2334,AQU,2019-03-22,8,4,943,2
2335,AQU,2019-03-22,8,8,163,3
2336,AQU,2019-03-22,8,1,903,4
2337,AQU,2019-03-22,8,7,504,5
2338,AQU,2019-03-22,8,5,166,6
2339,AQU,2019-03-22,8,2,1199,7
2340,AQU,2019-03-22,8,3,1200,8
2341,AQU,2019-03-22,9,4,1040,1
2342,AQU,2019-03-22,9,8,1201,2
2343,AQU,2019-03-22,9,2,1202,3
2344,AQU,2019-03-22,9,7,1041,4
2345,AQU,2019-03-22,9,9,1203,5
2346,AQU,2019-03-22,9,10,1204,6
2347,AQU,2019-03-22,9,3,822,7
2348,AQU,2019-03-22,9,1,779,8
2349,AQU,2019-03-23,1,2,536,1
2350,AQU,2019-03-23,1,4,534,2
2351,AQU,2019-03-23,1,3,179,3
2352,AQU,2019-03-23,1,6,870,4
2353,AQU,2019-03-23,1,1,290,5
2354,AQU,2019-03-23,2,1,1008,1
2355,AQU,2019-03-23,2,4,209,2
2356,AQU,2019-03-23,2,5,758,3
2357,AQU,2019-03-23,2,3,1121,4
2358,AQU,2019-03-23,2,6,77,5
2359,AQU,2019-03-23,2,2,106,6
2360,AQU,2019-03-23,3,7,1205,1
2361,AQU,2019-03-23,3,2,1078,2
2362,AQU,2019-03-23,3,5,858,3
2363,AQU,2019-03-23,3,1,664,4
2364,AQU,2019-03-23,3,4,744,5
2365,AQU,2019-03-23,3,8,236,6
2366,AQU,2019-03-23,3,6,661,7
2367,AQU,2019-03-23,3,3,234,8
2368,AQU,2019-03-23,4,7,1080,1
2369,AQU,2019-03-23,4,5,1206,2
2370,AQU,2019-03-23,4,4,39,3
2371,AQU,2019-03-23,4,6,1207,4
2372,AQU,2019-03-23,4,8,1208,5
2373,AQU,2019-03-23,4,2,1209,6
2374,AQU,2019-03-23,4,1,1210,7
2375,AQU,2019-03-23,4,10,1211,8
2376,AQU,2019-03-23,4,3,1212,9
2377,AQU,2019-03-23,4,9,1213,10
2378,AQU,2019-03-23,5,7,352,1
2379,AQU,2019-03-23,5,4,871,2
2380,AQU,2019-03-23,5,2,530,3
2381,AQU,2019-03-23,5,1,793,4
2382,AQU,2019-03-23,5,3,343,5
2383,AQU,2019-03-23,5,5,537,6
2384,AQU,2019-03-23,5,6,353,7
2385,AQU,2019-03-23,6,9,38,1
2386,AQU,2019-03-23,6,6,403,2
2387,AQU,2019-03-23,6,11,1214,3
2388,AQU,2019-03-23,6,1,1215,4
2389,AQU,2019-03-23,6,10,667,5
2390,AQU,2019-03-23,6,5,993,6
2391,AQU,2019-03-23,6,4,1216,7
2392,AQU,2019-03-23,6,2,1217,8
2393,AQU,2019-03-23,6,3,895,9
2394,AQU,2019-03-23,7,1,1048,1
2395,AQU,2019-03-23,7,6,344,2
2396,AQU,2019-03-23,7,10,1063,3
2397,AQU,2019-03-23,7,8,183,4
2398,AQU,2019-03-23,7,4,1060,5
2399,AQU,2019-03-23,7,7,1218,6
2400,AQU,2019-03-23,7,5,972,7
2401,AQU,2019-03-23,8,5,1219,1
2402,AQU,2019-03-23,8,8,725,2
2403,AQU,2019-03-23,8,2,825,3
2404,AQU,2019-03-23,8,6,1023,4
2405,AQU,2019-03-23,8,7,1220,5
2406,AQU,2019-03-23,8,3,1055,6
2407,AQU,2019-03-23,9,11,756,1
2408,AQU,2019-03-23,9,3,306,2
2409,AQU,2019-03-23,9,5,599,3
2410,AQU,2019-03-23,9,2,692,4
2411,AQU,2019-03-23,9,10,598,5
2412,AQU,2019-03-23,9,8,112,6
2413,AQU,2019-03-23,9,12,605,7
2414,AQU,2019-03-23,9,4,117,8
2415,AQU,2019-03-23,9,7,1160,9
2416,AQU,2019-03-23,9,6,759,10
2417,AQU,2019-03-24,1,6,376,1
2418,AQU,2019-03-24,1,2,854,2
2419,AQU,2019-03-24,1,3,187,3
2420,AQU,2019-03-24,1,1,853,4
2421,AQU,2019-03-24,1,1A,1221,5
2422,AQU,2019-03-24,1,5,1032,6
2423,AQU,2019-03-24,1,4,590,7
2424,AQU,2019-03-24,2,6,722,1
2425,AQU,2019-03-24,2,1,407,2
2426,AQU,2019-03-24,2,3,560,3
2427,AQU,2019-03-24,2,4,1222,4
2428,AQU,2019-03-24,2,2,559,5
2429,AQU,2019-03-24,2,5,558,6
2430,AQU,2019-03-24,3,1,1223,1
2431,AQU,2019-03-24,3,5,1224,2
2432,AQU,2019-03-24,3,4,1225,3
2433,AQU,2019-03-24,3,3,1125,4
2434,AQU,2019-03-24,3,6,746,5
2435,AQU,2019-03-24,4,8,248,1
2436,AQU,2019-03-24,4,6,108,2
2437,AQU,2019-03-24,4,1,308,3
2438,AQU,2019-03-24,4,3,310,4
2439,AQU,2019-03-24,4,7,110,5
2440,AQU,2019-03-24,4,2,1073,6
2441,AQU,2019-03-24,4,4,1094,7
2442,AQU,2019-03-24,4,5,1226,8
2443,AQU,2019-03-24,5,2,727,1
2444,AQU,2019-03-24,5,3,1227,2
2445,AQU,2019-03-24,5,4,278,3
2446,AQU,2019-03-24,5,1,571,4
2447,AQU,2019-03-24,5,6,657,5
2448,AQU,2019-03-24,5,5,1228,6
2449,AQU,2019-03-24,5,7,906,7
2450,AQU,2019-03-24,6,5,564,1
2451,AQU,2019-03-24,6,6,34,2
2452,AQU,2019-03-24,6,1,565,3
2453,AQU,2019-03-24,6,4,147,4
2454,AQU,2019-03-24,6,7,662,5
2455,AQU,2019-03-24,6,3,1106,6
2456,AQU,2019-03-24,6,2,660,7
2457,AQU,2019-03-24,7,10,1229,1
2458,AQU,2019-03-24,7,1,1230,2
2459,AQU,2019-03-24,7,5,395,3
2460,AQU,2019-03-24,7,4,297,4
2461,AQU,2019-03-24,7,6,182,5
2462,AQU,2019-03-24,7,2,122,6
2463,AQU,2019-03-24,7,3,6,7
2464,AQU,2019-03-24,7,8,1077,8
2465,AQU,2019-03-24,7,9,1231,9
2466,AQU,2019-03-24,8,1,1232,1
2467,AQU,2019-03-24,8,3,251,2
2468,AQU,2019-03-24,8,6,621,3
2469,AQU,2019-03-24,8,8,1233,4
2470,AQU,2019-03-24,8,7,1234,5
2471,AQU,2019-03-24,8,2,809,6
2472,AQU,2019-03-24,8,4,1113,7
2473,AQU,2019-03-24,8,5,441,8
2474,AQU,2019-03-24,9,2,1174,1
2475,AQU,2019-03-24,9,4,981,2
2476,AQU,2019-03-24,9,8,201,3
2477,AQU,2019-03-24,9,6,982,4
2478,AQU,2019-03-24,9,5,197,5
2479,AQU,2019-03-24,9,1,196,6
2480,AQU,2019-03-24,9,3,614,7
2481,AQU,2019-03-24,9,9,984,8
2482,AQU,2019-03-24,9,7,1235,9
2483,AQU,2019-03-29,1,4,1236,1
2484,AQU,2019-03-29,1,6,1237,2
2485,AQU,2019-03-29,1,5,1238,3
2486,AQU,2019-03-29,1,2,772,4
2487,AQU,2019-03-29,1,1,897,5
2488,AQU,2019-03-29,2,3,891,1
2489,AQU,2019-03-29,2,5,43,2
2490,AQU,2019-03-29,2,2,164,3
2491,AQU,2019-03-29,2,6,42,4
2492,AQU,2019-03-29,2,1,32,5
2493,AQU,2019-03-29,3,4,236,1
2494,AQU,2019-03-29,3,2,235,2
2495,AQU,2019-03-29,3,3,377,3
2496,AQU,2019-03-29,3,6,934,4
2497,AQU,2019-03-29,3,1,380,5
2498,AQU,2019-03-29,3,5,239,6
2499,AQU,2019-03-29,4,5,861,1
2500,AQU,2019-03-29,4,7,632,2
2501,AQU,2019-03-29,4,8,488,3
2502,AQU,2019-03-29,4,1,74,4
2503,AQU,2019-03-29,4,3,862,5
2504,AQU,2019-03-29,4,2,1095,6
2505,AQU,2019-03-29,4,6,487,7
2506,AQU,2019-03-29,5,5,27,1
2507,AQU,2019-03-29,5,2,847,2
2508,AQU,2019-03-29,5,6,83,3
2509,AQU,2019-03-29,5,4,253,4
2510,AQU,2019-03-29,5,3,1163,5
2511,AQU,2019-03-29,5,1,1164,6
2512,AQU,2019-03-29,6,9,1088,1
2513,AQU,2019-03-29,6,2,706,2
2514,AQU,2019-03-29,6,6,708,3
2515,AQU,2019-03-29,6,8,1239,4
2516,AQU,2019-03-29,6,4,993,5
2517,AQU,2019-03-29,6,5,1207,6
2518,AQU,2019-03-29,6,3,815,7
2519,AQU,2019-03-29,6,1,709,8
2520,AQU,2019-03-29,6,7,1054,9
2521,AQU,2019-03-29,7,1A,104,1
2522,AQU,2019-03-29,7,6,818,2
2523,AQU,2019-03-29,7,5,223,3
2524,AQU,2019-03-29,7,2,712,4
2525,AQU,2019-03-29,7,4,715,5
2526,AQU,2019-03-29,7,3,286,6
2527,AQU,2019-03-29,7,1,796,7
2528,AQU,2019-03-29,7,7,287,8
2529,AQU,2019-03-29,8,5,506,1
2530,AQU,2019-03-29,8,4,1013,2
2531,AQU,2019-03-29,8,2,776,3
2532,AQU,2019-03-29,8,1,1240,4
2533,AQU,2019-03-29,8,3,656,5
2534,AQU,2019-03-29,8,6,726,6
2535,AQU,2019-03-29,9,5,149,1
2536,AQU,2019-03-29,9,4,198,2
2537,AQU,2019-03-29,9,1,1081,3
2538,AQU,2019-03-29,9,9,1071,4
2539,AQU,2019-03-29,9,3,615,5
2540,AQU,2019-03-29,9,2,402,6
2541,AQU,2019-03-29,9,7,153,7
2542,AQU,2019-03-29,9,8,200,8
2543,AQU,2019-03-30,1,1,275,1
2544,AQU,2019-03-30,1,4,1241,2
2545,AQU,2019-03-30,1,6,1242,3
2546,AQU,2019-03-30,1,3,1243,4
2547,AQU,2019-03-30,1,5,1244,5
2548,AQU,2019-03-30,2,7,320,1
2549,AQU,2019-03-30,2,5,440,2
2550,AQU,2019-03-30,2,2,1245,3
2551,AQU,2019-03-30,2,4,1246,4
2552,AQU,2019-03-30,2,1,41,5
2553,AQU,2019-03-30,2,3,490,6
2554,AQU,2019-03-30,3,3,97,1
2555,AQU,2019-03-30,3,9,870,2
2556,AQU,2019-03-30,3,5,871,3
2557,AQU,2019-03-30,3,2,57,4
2558,AQU,2019-03-30,3,6,1086,5
2559,AQU,2019-03-30,3,4,1247,6
2560,AQU,2019-03-30,3,1,1248,7
2561,AQU,2019-03-30,4,8,157,1
2562,AQU,2019-03-30,4,4,768,2
2563,AQU,2019-03-30,4,6,738,3
2564,AQU,2019-03-30,4,7,347,4
2565,AQU,2019-03-30,4,2,737,5
2566,AQU,2019-03-30,4,3,1045,6
2567,AQU,2019-03-30,5,8,273,1
2568,AQU,2019-03-30,5,3,514,2
2569,AQU,2019-03-30,5,6,1249,3
2570,AQU,2019-03-30,5,9,601,4
2571,AQU,2019-03-30,5,2,547,5
2572,AQU,2019-03-30,5,7,922,6
2573,AQU,2019-03-30,5,5,913,7
2574,AQU,2019-03-30,5,1,762,8
2575,AQU,2019-03-30,6,2,288,1
2576,AQU,2019-03-30,6,9,523,2
2577,AQU,2019-03-30,6,10,285,3
2578,AQU,2019-03-30,6,7,329,4
2579,AQU,2019-03-30,6,5,1056,5
2580,AQU,2019-03-30,6,6,792,6
2581,AQU,2019-03-30,6,4,1250,7
2582,AQU,2019-03-30,6,3,1251,8
2583,AQU,2019-03-30,6,1,1252,9
2584,AQU,2019-03-30,7,5,479,1
2585,AQU,2019-03-30,7,7,749,2
2586,AQU,2019-03-30,7,8,503,3
2587,AQU,2019-03-30,7,2,480,4
2588,AQU,2019-03-30,7,3,1253,5
2589,AQU,2019-03-30,7,1,1149,6
2590,AQU,2019-03-30,8,4,460,1
2591,AQU,2019-03-30,8,6,640,2
2592,AQU,2019-03-30,8,5,362,3
2593,AQU,2019-03-30,8,7,524,4
2594,AQU,2019-03-30,8,9,1112,5
2595,AQU,2019-03-30,8,1,1254,6
2596,AQU,2019-03-30,8,2,686,7
2597,AQU,2019-03-30,8,10,1255,8
2598,AQU,2019-03-30,8,11,218,9
2599,AQU,2019-03-30,9,7,87,1
2600,AQU,2019-03-30,9,2,103,2
2601,AQU,2019-03-30,9,5,1256,3
2602,AQU,2019-03-30,9,6,95,4
2603,AQU,2019-03-30,9,9,295,5
2604,AQU,2019-03-30,9,8,1061,6
2605,AQU,2019-03-30,9,10,528,7
2606,AQU,2019-03-30,9,3,1257,8
2607,AQU,2019-03-30,9,4,88,9
2608,AQU,2019-03-30,10,2,1258,1
2609,AQU,2019-03-30,10,9,356,2
2610,AQU,2019-03-30,10,5,1259,3
2611,AQU,2019-03-30,10,1,327,4
2612,AQU,2019-03-30,10,3,1260,5
2613,AQU,2019-03-30,10,4,1005,6
2614,AQU,2019-03-30,10,7,143,7
2615,AQU,2019-03-30,10,8,1033,8
2616,AQU,2019-03-30,10,10,1084,9
2617,AQU,2019-03-30,10,11,284,10
2618,AQU,2019-03-31,1,4,45,1
2619,AQU,2019-03-31,1,3,46,2
2620,AQU,2019-03-31,1,1,610,3
2621,AQU,2019-03-31,1,5,1148,4
2622,AQU,2019-03-31,1,2,515,5
2623,AQU,2019-03-31,2,5,647,1
2624,AQU,2019-03-31,2,1,1261,2
2625,AQU,2019-03-31,2,4,459,3
2626,AQU,2019-03-31,2,3,381,4
2627,AQU,2019-03-31,2,2,994,5
2628,AQU,2019-03-31,2,6,648,6
2629,AQU,2019-03-31,3,2,889,1
2630,AQU,2019-03-31,3,4,591,2
2631,AQU,2019-03-31,3,1,481,3
2632,AQU,2019-03-31,3,5,1262,4
2633,AQU,2019-03-31,3,3,1263,5
2634,AQU,2019-03-31,4,1,894,1
2635,AQU,2019-03-31,4,7,1264,2
2636,AQU,2019-03-31,4,4,400,3
2637,AQU,2019-03-31,4,3,886,4
2638,AQU,2019-03-31,4,5,665,5
2639,AQU,2019-03-31,4,2,1265,6
2640,AQU,2019-03-31,4,6,1266,7
2641,AQU,2019-03-31,5,2,483,1
2642,AQU,2019-03-31,5,1,231,2
2643,AQU,2019-03-31,5,3,608,3
2644,AQU,2019-03-31,5,4,1147,4
2645,AQU,2019-03-31,5,6,612,5
2646,AQU,2019-03-31,5,5,1267,6
2647,AQU,2019-03-31,6,9,566,1
2648,AQU,2019-03-31,6,5,1268,2
2649,AQU,2019-03-31,6,2,884,3
2650,AQU,2019-03-31,6,3,1269,4
2651,AQU,2019-03-31,6,4,1076,5
2652,AQU,2019-03-31,6,8,1270,6
2653,AQU,2019-03-31,6,6,1271,7
2654,AQU,2019-03-31,6,1,1272,8
2655,AQU,2019-03-31,6,7,1273,9
2656,AQU,2019-03-31,7,6,860,1
2657,AQU,2019-03-31,7,5,717,2
2658,AQU,2019-03-31,7,1,232,3
2659,AQU,2019-03-31,7,2,485,4
2660,AQU,2019-03-31,7,4,114,5
2661,AQU,2019-03-31,7,7,1274,6
2662,AQU,2019-03-31,7,3,1091,7
2663,AQU,2019-03-31,8,2,1275,1
2664,AQU,2019-03-31,8,9,279,2
2665,AQU,2019-03-31,8,5,1082,3
2666,AQU,2019-03-31,8,3,831,4
2667,AQU,2019-03-31,8,7,281,5
2668,AQU,2019-03-31,8,8,267,6
2669,AQU,2019-03-31,8,6,125,7
2670,AQU,2019-03-31,8,10,827,8
2671,AQU,2019-03-31,8,4,649,9
2672,AQU,2019-03-31,8,1,650,10
2673,AQU,2019-03-31,9,10,212,1
2674,AQU,2019-03-31,9,5,819,2
2675,AQU,2019-03-31,9,1,830,3
2676,AQU,2019-03-31,9,4,1026,4
2677,AQU,2019-03-31,9,6,217,5
2678,AQU,2019-03-31,9,2,1276,6
2679,AQU,2019-03-31,9,7,1093,7
2680,AQU,2019-03-31,9,3,1107,8
2681,AQU,2019-03-31,9,9,829,9
2682,AQU,2019-04-05,1,5,49,1
2683,AQU,2019-04-05,1,2,52,2
2684,AQU,2019-04-05,1,4,916,3
2685,AQU,2019-04-05,1,6,1119,4
2686,AQU,2019-04-05,1,3,1189,5
2687,AQU,2019-04-05,1,1,449,6
2688,AQU,2019-04-05,2,4,969,1
2689,AQU,2019-04-05,2,1,698,2
2690,AQU,2019-04-05,2,6,1277,3
2691,AQU,2019-04-05,2,7,1278,4
2692,AQU,2019-04-05,2,8,1279,5
2693,AQU,2019-04-05,2,5,1280,6
2694,AQU,2019-04-05,3,4,486,1
2695,AQU,2019-04-05,3,2,1281,2
2696,AQU,2019-04-05,3,3,947,3
2697,AQU,2019-04-05,3,1,488,4
2698,AQU,2019-04-05,3,6,923,5
2699,AQU,2019-04-05,3,7,208,6
2700,AQU,2019-04-05,3,5,206,7
2701,AQU,2019-04-05,4,4,876,1
2702,AQU,2019-04-05,4,5,317,2
2703,AQU,2019-04-05,4,3,1282,3
2704,AQU,2019-04-05,4,1,110,4
2705,AQU,2019-04-05,4,6,108,5
2706,AQU,2019-04-05,4,2,1094,6
2707,AQU,2019-04-05,4,8,1160,7
2708,AQU,2019-04-05,4,7,1283,8
2709,AQU,2019-04-05,5,6,595,1
2710,AQU,2019-04-05,5,2,1098,2
2711,AQU,2019-04-05,5,4,28,3
2712,AQU,2019-04-05,5,1,1284,4
2713,AQU,2019-04-05,5,5,892,5
2714,AQU,2019-04-05,5,3,1285,6
2715,AQU,2019-04-05,5,7,893,7
2716,AQU,2019-04-05,6,2,1286,1
2717,AQU,2019-04-05,6,8,473,2
2718,AQU,2019-04-05,6,4,1287,3
2719,AQU,2019-04-05,6,1,852,4
2720,AQU,2019-04-05,6,6,798,5
2721,AQU,2019-04-05,6,7,1288,6
2722,AQU,2019-04-05,6,9,532,7
2723,AQU,2019-04-05,6,3,189,8
2724,AQU,2019-04-05,6,10,474,9
2725,AQU,2019-04-05,7,1,292,1
2726,AQU,2019-04-05,7,5,641,2
2727,AQU,2019-04-05,7,2,101,3
2728,AQU,2019-04-05,7,6,296,4
2729,AQU,2019-04-05,7,4,712,5
2730,AQU,2019-04-05,7,7,364,6
2731,AQU,2019-04-05,7,3,1289,7
2732,AQU,2019-04-05,8,5,1290,1
2733,AQU,2019-04-05,8,8,1291,2
2734,AQU,2019-04-05,8,9,624,3
2735,AQU,2019-04-05,8,6,628,4
2736,AQU,2019-04-05,8,2,959,5
2737,AQU,2019-04-05,8,7,161,6
2738,AQU,2019-04-05,8,3,1292,7
2739,AQU,2019-04-05,9,9,132,1
2740,AQU,2019-04-05,9,6,1293,2
2741,AQU,2019-04-05,9,1,824,3
2742,AQU,2019-04-05,9,10,1294,4
2743,AQU,2019-04-05,9,7,1295,5
2744,AQU,2019-04-05,9,12,1296,6
2745,AQU,2019-04-05,9,8,134,7
2746,AQU,2019-04-05,9,5,283,8
2747,AQU,2019-04-05,9,4,1297,9
2748,AQU,2019-04-05,9,11,1298,10
2749,AQU,2019-04-05,9,2,600,11
2750,AQU,2019-04-06,1,6,1299,1
2751,AQU,2019-04-06,1,1,1300,2
2752,AQU,2019-04-06,1,2,1301,3
2753,AQU,2019-04-06,1,3,665,4
2754,AQU,2019-04-06,1,4,1302,5
2755,AQU,2019-04-06,1,5,1303,6
2756,AQU,2019-04-06,2,5,1304,1
2757,AQU,2019-04-06,2,2,85,2
2758,AQU,2019-04-06,2,1,1037,3
2759,AQU,2019-04-06,2,3,268,4
2760,AQU,2019-04-06,2,4,1305,5
2761,AQU,2019-04-06,2,6,781,6
2762,AQU,2019-04-06,2,10,1306,7
2763,AQU,2019-04-06,2,7,1108,8
2764,AQU,2019-04-06,2,8,1307,9
2765,AQU,2019-04-06,3,5,33,1
2766,AQU,2019-04-06,3,2,1124,2
2767,AQU,2019-04-06,3,4,563,3
2768,AQU,2019-04-06,3,3,447,4
2769,AQU,2019-04-06,3,8,38,5
2770,AQU,2019-04-06,4,1,55,1
2771,AQU,2019-04-06,4,6,536,2
2772,AQU,2019-04-06,4,5,534,3
2773,AQU,2019-04-06,4,2,158,4
2774,AQU,2019-04-06,4,9,349,5
2775,AQU,2019-04-06,4,1A,352,6
2776,AQU,2019-04-06,4,7,537,7
2777,AQU,2019-04-06,5,13,1308,1
2778,AQU,2019-04-06,5,14,1309,2
2779,AQU,2019-04-06,5,10,1310,3
2780,AQU,2019-04-06,5,12,1311,4
2781,AQU,2019-04-06,5,3,1312,5
2782,AQU,2019-04-06,5,9,1313,6
2783,AQU,2019-04-06,5,6,1314,7
2784,AQU,2019-04-06,5,8,91,8
2785,AQU,2019-04-06,5,11,463,9
2786,AQU,2019-04-06,5,5,176,10
2787,AQU,2019-04-06,5,7,535,11
2788,AQU,2019-04-06,5,4,710,12
2789,AQU,2019-04-06,6,3,47,1
2790,AQU,2019-04-06,6,1,1140,2
2791,AQU,2019-04-06,6,4,1315,3
2792,AQU,2019-04-06,6,2,1316,4
2793,AQU,2019-04-06,7,8,1317,1
2794,AQU,2019-04-06,7,3,1318,2
2795,AQU,2019-04-06,7,5,789,3
2796,AQU,2019-04-06,7,1,1021,4
2797,AQU,2019-04-06,7,4,23,5
2798,AQU,2019-04-06,7,2,21,6
2799,AQU,2019-04-06,7,7,1137,7
2800,AQU,2019-04-06,8,5,840,1
2801,AQU,2019-04-06,8,4,1319,2
2802,AQU,2019-04-06,8,3,1320,3
2803,AQU,2019-04-06,8,6,1321,4
2804,AQU,2019-04-06,8,2,1142,5
2805,AQU,2019-04-06,8,1,842,6
2806,AQU,2019-04-06,9,8,1322,1
2807,AQU,2019-04-06,9,5,511,2
2808,AQU,2019-04-06,9,7,365,3
